datum,castka,typ,nazev_protiuctu,zprava_pro_prijemce,ks,vs,ss,poznamka
24.05.2021,"-597,00 CZK",Bezhotovostní platba,,"pp#16208 FO 1425/2021, pha:p, cestovne, jiri-belsan",NA,20210013,42021,"pp#16208 FO 1425/2021, pha:p, cestovne, jiri-belsan"
24.05.2021,"-5 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *7JX8D5BSG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.5.2021, částka  5000.00 CZK",NA,6835,NA,"Nákup: FACEBK *7JX8D5BSG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.5.2021, částka  5000.00 CZK"
21.05.2021,"-9,00 CZK",Poplatek - platební karta,,"Poplatek - dotaz na zůstatek v ATM: Ceska sporitelna, a.s., Praha, CZE, dne 20.5.2021",NA,2020,NA,"Poplatek - dotaz na zůstatek v ATM: Ceska sporitelna, a.s., Praha, CZE, dne 20.5.2021"
21.05.2021,"-11 000,00 CZK",Bezhotovostní platba,,"pp#16199 FO 1416/2021, cen:vs, administrativni-a-odborne-sluzby, mgr-petr-lupac-phd",NA,202105,42021,"pp#16199 FO 1416/2021, cen:vs, administrativni-a-odborne-sluzby, mgr-petr-lupac-phd"
21.05.2021,"-1 482,82 CZK",Bezhotovostní platba,,"pp#16197 FO 1414/2021, jhm:p, catering-pro-novinare, nikola-vlckova",NA,120,42021,"pp#16197 FO 1414/2021, jhm:p, catering-pro-novinare, nikola-vlckova"
21.05.2021,"-23 400,00 CZK",Bezhotovostní platba,,"pp#16196 FO 1413/2021, cen:vs, editace-priprava-a-korektury-textu, ondrej-mika",NA,52021,42021,"pp#16196 FO 1413/2021, cen:vs, editace-priprava-a-korektury-textu, ondrej-mika"
20.05.2021,"-121 000,00 CZK",Bezhotovostní platba,,"pp#16202 FO 1419/2021, cen:vs, celopolep-tramvaje-realizace-sluzeb-spojenych-s-provozovani-reklamy, railreklam-spol-s-ro",NA,2100041,42021,"pp#16202 FO 1419/2021, cen:vs, celopolep-tramvaje-realizace-sluzeb-spojenych-s-provozovani-reklamy, railreklam-spol-s-ro"
20.05.2021,"-242 000,00 CZK",Bezhotovostní platba,,"pp#16201 FO 1418/2021, cen:vs, celopolep-tramvaje-realizace-a-provozovani-reklamy, railreklam-spol-s-ro",NA,2100040,42021,"pp#16201 FO 1418/2021, cen:vs, celopolep-tramvaje-realizace-a-provozovani-reklamy, railreklam-spol-s-ro"
20.05.2021,"-121 000,00 CZK",Bezhotovostní platba,,"pp#16200 FO 1417/2021, cen:vs, celopolep-tramvaje-vyroba-materialu, railreklam-spol-s-ro",NA,2100039,42021,"pp#16200 FO 1417/2021, cen:vs, celopolep-tramvaje-vyroba-materialu, railreklam-spol-s-ro"
20.05.2021,"-5 000,00 CZK",Karetní transakce,,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 19.5.2021, částka  5000.00 CZK",NA,8267,NA,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 19.5.2021, částka  5000.00 CZK"
20.05.2021,"-35 000,00 CZK",Platba převodem uvnitř banky,,"pp#16186 FO 1403/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202104, luboskudlacek",NA,202114,NA,"pp#16186 FO 1403/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202104, luboskudlacek"
20.05.2021,"-39,90 CZK",Bezhotovostní platba,,"pp#16185 FO 1402/2021, cen:vs, zahajeni-kampane-fixy, versaco-sro",NA,1905,42021,"pp#16185 FO 1402/2021, cen:vs, zahajeni-kampane-fixy, versaco-sro"
20.05.2021,"-525,00 CZK",Bezhotovostní platba,,"pp#16184 FO 1401/2021, cen:vs, zahajeni-kampane-ostatni, nakup-na-zahajeni",NA,1905,42021,"pp#16184 FO 1401/2021, cen:vs, zahajeni-kampane-ostatni, nakup-na-zahajeni"
20.05.2021,"-1 534,00 CZK",Bezhotovostní platba,,"pp#16183 FO 1400/2021, cen:vs, zahajeni-kampane-obcerstveni, sporkovsky-pivovar-sro",NA,519,42021,"pp#16183 FO 1400/2021, cen:vs, zahajeni-kampane-obcerstveni, sporkovsky-pivovar-sro"
20.05.2021,"-534,00 CZK",Bezhotovostní platba,,"pp#16181 FO 1398/2021, cen:vs, zahajeni-kampane-folie-a-kelimky, nakup-na-zahajeni",NA,1905,42021,"pp#16181 FO 1398/2021, cen:vs, zahajeni-kampane-folie-a-kelimky, nakup-na-zahajeni"
20.05.2021,"-2 360,00 CZK",Bezhotovostní platba,,"pp#16180 FO 1397/2021, cen:vs, zahajeni-kampane-sezeni-pasky, nakup-na-zahajeni",NA,1905,42021,"pp#16180 FO 1397/2021, cen:vs, zahajeni-kampane-sezeni-pasky, nakup-na-zahajeni"
20.05.2021,"-2 908,10 CZK",Bezhotovostní platba,,"pp#16179 FO 1396/2021, cen:vs, zahajeni-kampane-dodavka-parkovne-benzin, nakup-na-zahajeni",NA,1905,42021,"pp#16179 FO 1396/2021, cen:vs, zahajeni-kampane-dodavka-parkovne-benzin, nakup-na-zahajeni"
20.05.2021,"-2 990,00 CZK",Bezhotovostní platba,,"pp#16178 FO 1395/2021, cen:vs, kavovy-catering-zahajeni, pavel-muzikar",NA,2021132,42021,"pp#16178 FO 1395/2021, cen:vs, kavovy-catering-zahajeni, pavel-muzikar"
20.05.2021,"-20 000,00 CZK",Bezhotovostní platba,,"pp#16177 FO 1394/2021, msk:p, proplaceni-vedouci-mo-msk-202104, zuzanaklusova",NA,202112,NA,"pp#16177 FO 1394/2021, msk:p, proplaceni-vedouci-mo-msk-202104, zuzanaklusova"
20.05.2021,"-17 500,00 CZK",Bezhotovostní platba,,"pp#16176 FO 1393/2021, cen:vs, vizazisticke-sluzby, aneta-sarounova",NA,2021004,42021,"pp#16176 FO 1393/2021, cen:vs, vizazisticke-sluzby, aneta-sarounova"
20.05.2021,"-3 600,00 CZK",Bezhotovostní platba,,"pp#16175 FO 1392/2021, cen:vs, zpracovani-brozury-program-pas, jarmila-palata",NA,102021,42021,"pp#16175 FO 1392/2021, cen:vs, zpracovani-brozury-program-pas, jarmila-palata"
20.05.2021,"-20 000,00 CZK",Bezhotovostní platba,,"pp#16174 FO 1391/2021, olk:p, foceni-portretovych-fotografii, ondrej-nemec",308,2118052021,42021,"pp#16174 FO 1391/2021, olk:p, foceni-portretovych-fotografii, ondrej-nemec"
20.05.2021,"-5 000,00 CZK",Bezhotovostní platba,,"pp#16094 FO 1317/2021, khk:p, graficke-prace-pro-ks-khk-42021, michal-cepelka",NA,122021,NA,"pp#16094 FO 1317/2021, khk:p, graficke-prace-pro-ks-khk-42021, michal-cepelka"
19.05.2021,"-1 284,32 CZK",Okamžitá odchozí platba,,"pp#16169 FO 1386/2021, msk:p, 2021-medialni-tym-msk-facebook-reklama-duben03, jakub-dedek",NA,84559514,NA,"pp#16169 FO 1386/2021, msk:p, 2021-medialni-tym-msk-facebook-reklama-duben03, jakub-dedek"
18.05.2021,"-6 050,00 CZK",Bezhotovostní platba,,"pp#16168 FO 1385/2021, jhc:p, foto-liceni, trima-cb-sro",308,20210009,42021,"pp#16168 FO 1385/2021, jhc:p, foto-liceni, trima-cb-sro"
18.05.2021,"-102,00 CZK",Platba převodem uvnitř banky,,"pp#16166 FO 1383/2021, jhc:p, archy-placky, zuzana-kudlackova",NA,1383,42021,"pp#16166 FO 1383/2021, jhc:p, archy-placky, zuzana-kudlackova"
18.05.2021,"-7 000,00 CZK",Bezhotovostní platba,,"pp#16159 FO 1376/2021, cen:mo, proplaceni-copyrighting-202104, andreamadlova",NA,20210002,NA,"pp#16159 FO 1376/2021, cen:mo, proplaceni-copyrighting-202104, andreamadlova"
18.05.2021,"-3 063,00 CZK",Bezhotovostní platba,,"pp#16083 FO 1307/2021, khk:p, polotovary, reklamnitechnologiecz-sro",NA,20212739,42021,"pp#16083 FO 1307/2021, khk:p, polotovary, reklamnitechnologiecz-sro"
18.05.2021,"-5 000,00 CZK",Karetní transakce,,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 17.5.2021, částka  5000.00 CZK",NA,8267,NA,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 17.5.2021, částka  5000.00 CZK"
18.05.2021,"-5 000,00 CZK",Karetní transakce,,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 17.5.2021, částka  5000.00 CZK",NA,8267,NA,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 17.5.2021, částka  5000.00 CZK"
18.05.2021,"-15 000,00 CZK",Karetní transakce,,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.5.2021, částka  15000.00 CZK",NA,8267,NA,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.5.2021, částka  15000.00 CZK"
17.05.2021,"-12 000,00 CZK",Platba převodem uvnitř banky,,"pp#16164 FO 1381/2021, cen:ft, pr-hejtmana-olomouckeho-kraje-duben-2021, lukas-bloksa",NA,20210005,333,"pp#16164 FO 1381/2021, cen:ft, pr-hejtmana-olomouckeho-kraje-duben-2021, lukas-bloksa"
17.05.2021,"12 000,00 CZK",Platba převodem uvnitř banky,STAROSTOVÉ A NEZÁVISLÍ,STAN - převod prostředků na volební účet,NA,NA,NA,STAN - převod prostředků na volební účet
17.05.2021,"-9 147,60 CZK",Platba převodem uvnitř banky,,"pp#16161 FO 1378/2021, pha:p, beach-vlajka-pirati-a-starostove, vlajkyeu-sro",NA,64662021,42021,"pp#16161 FO 1378/2021, pha:p, beach-vlajka-pirati-a-starostove, vlajkyeu-sro"
17.05.2021,"-15 000,00 CZK",Karetní transakce,,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.5.2021, částka  15000.00 CZK",NA,8267,NA,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.5.2021, částka  15000.00 CZK"
17.05.2021,"-4 500,00 CZK",Bezhotovostní platba,,"pp#16144 FO 1365/2021, jhm:p, foceni-jmk-politiku, michal-zeman",NA,2021021,NA,"pp#16144 FO 1365/2021, jhm:p, foceni-jmk-politiku, michal-zeman"
17.05.2021,"-4 550,00 CZK",Bezhotovostní platba,,"pp#16137 FO 1358/2021, cen:mo, ppc-duben, dean-brabec",NA,20210017,NA,"pp#16137 FO 1358/2021, cen:mo, ppc-duben, dean-brabec"
17.05.2021,"-5 500,00 CZK",Platba převodem uvnitř banky,,"pp#16127 FO 1348/2021, zlk:p, fotakandidati, foto-kino-zlin-sro",308,12110048,42021,"pp#16127 FO 1348/2021, zlk:p, fotakandidati, foto-kino-zlin-sro"
17.05.2021,"-3 858,90 CZK",Platba převodem uvnitř banky,,"pp#16119 FO 1341/2021, pak:p, respiratory-pro-kont-kampan, 1-piratska-sro",NA,20210015,42021,"pp#16119 FO 1341/2021, pak:p, respiratory-pro-kont-kampan, 1-piratska-sro"
17.05.2021,"-4 000,00 CZK",Bezhotovostní platba,,"pp#16103 FO 1326/2021, cen:mo, nataceni-strih-olga-a-lydie-respekt-k-porodum, jakub-suva",NA,20210503,NA,"pp#16103 FO 1326/2021, cen:mo, nataceni-strih-olga-a-lydie-respekt-k-porodum, jakub-suva"
17.05.2021,"-1 000,00 CZK",Bezhotovostní platba,,"pp#16102 FO 1325/2021, cen:mo, pronajem-prostor-pro-foceni-humans-of-pirati-a-stan, re-load-sro",308,2021000001,71339698,"pp#16102 FO 1325/2021, cen:mo, pronajem-prostor-pro-foceni-humans-of-pirati-a-stan, re-load-sro"
17.05.2021,"-15 730,00 CZK",Bezhotovostní platba,,"pp#16047 FO 1271/2021, msk:p, 2021-foceni-1-kolo, arcgroup-sro",NA,2101119,42021,"pp#16047 FO 1271/2021, msk:p, 2021-foceni-1-kolo, arcgroup-sro"
14.05.2021,"-6 630,80 CZK",Okamžitá odchozí platba,,"pp#16133 FO 1354/2021, cen:vs, destniky-na-zahajeni, promorain-sro",8,210200021,42021,"pp#16133 FO 1354/2021, cen:vs, destniky-na-zahajeni, promorain-sro"
14.05.2021,"-392,60 CZK",Karetní transakce,,"Nákup: FACEBK *ZGAH54FXE2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 14.5.2021, částka  392.60 CZK",NA,6835,NA,"Nákup: FACEBK *ZGAH54FXE2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 14.5.2021, částka  392.60 CZK"
14.05.2021,"-405,00 CZK",Bezhotovostní platba,,"pp#16117 FO 1339/2021, pha:p, cestovne-zasobovani-kampane, michal-hrib",NA,202109,42021,"pp#16117 FO 1339/2021, pha:p, cestovne-zasobovani-kampane, michal-hrib"
14.05.2021,"-2 420,00 CZK",Bezhotovostní platba,,"pp#16116 FO 1338/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-olomoucky, age-reklamni-agentura-sro",308,20026,42021,"pp#16116 FO 1338/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-olomoucky, age-reklamni-agentura-sro"
14.05.2021,"-4 840,00 CZK",Bezhotovostní platba,,"pp#16115 FO 1337/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-pardubicky, age-reklamni-agentura-sro",308,20024,42021,"pp#16115 FO 1337/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-pardubicky, age-reklamni-agentura-sro"
14.05.2021,"-11 809,60 CZK",Bezhotovostní platba,,"pp#16114 FO 1336/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-vysocina, age-reklamni-agentura-sro",308,20022,42021,"pp#16114 FO 1336/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-vysocina, age-reklamni-agentura-sro"
14.05.2021,"-6 897,00 CZK",Bezhotovostní platba,,"pp#16113 FO 1335/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-karlovarsky, age-reklamni-agentura-sro",308,20023,42021,"pp#16113 FO 1335/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-karlovarsky, age-reklamni-agentura-sro"
14.05.2021,"-1 700,00 CZK",Okamžitá odchozí platba,,"pp#16118 FO 1340/2021, pha:p, pojizdne-tasky, oskar-rejchrt",NA,13402021,42021,"pp#16118 FO 1340/2021, pha:p, pojizdne-tasky, oskar-rejchrt"
13.05.2021,"-15 000,00 CZK",Bezhotovostní platba,,"pp#16111 FO 1333/2021, jhc:p, simon-blaschko-duben, simon-blaschko",NA,20210005,42021,"pp#16111 FO 1333/2021, jhc:p, simon-blaschko-duben, simon-blaschko"
13.05.2021,"-35 000,00 CZK",Bezhotovostní platba,,"pp#16095 FO 1318/2021, msk:p, proplaceni-medialni-koordinator-202104, janaozanova",NA,202104,NA,"pp#16095 FO 1318/2021, msk:p, proplaceni-medialni-koordinator-202104, janaozanova"
13.05.2021,"-4 779,50 CZK",Bezhotovostní platba,,"pp#16046 FO 1270/2021, ulk:p, online-na-facebooku-2021-0501, vratislav-filipek",NA,1270,42021,"pp#16046 FO 1270/2021, ulk:p, online-na-facebooku-2021-0501, vratislav-filipek"
13.05.2021,"-35 000,00 CZK",Bezhotovostní platba,,"pp#15987 FO 1213/2021, olk:p, proplaceni-pr-manager-josef-indra-202104, josefindra",NA,20210402,NA,"pp#15987 FO 1213/2021, olk:p, proplaceni-pr-manager-josef-indra-202104, josefindra"
13.05.2021,"-483,95 CZK",Bezhotovostní platba,,"pp#15861 FO 1094/2021, olk:p, pr-propagace-duben-2021, josef-indra",NA,111,NA,"pp#15861 FO 1094/2021, olk:p, pr-propagace-duben-2021, josef-indra"
13.05.2021,"-2 542,23 CZK",Bezhotovostní platba,,"pp#15781 FO 1015/2021, pha:p, msp8-reklama-na-facebooku-ledenduben-2021, facebook-ireland-limited",NA,202108001,NA,"pp#15781 FO 1015/2021, pha:p, msp8-reklama-na-facebooku-ledenduben-2021, facebook-ireland-limited"
13.05.2021,"-1 780,73 CZK",Bezhotovostní platba,,"pp#15767 FO 1002/2021, ulk:p, online-na-facebooku-2021-0402, vratislav-filipek",NA,1002,42021,"pp#15767 FO 1002/2021, ulk:p, online-na-facebooku-2021-0402, vratislav-filipek"
13.05.2021,"-4 779,50 CZK",Bezhotovostní platba,,"pp#15712 FO 948/2021, ulk:p, online-na-facebooku-2021-0401, vratislav-filipek",NA,948,42021,"pp#15712 FO 948/2021, ulk:p, online-na-facebooku-2021-0401, vratislav-filipek"
13.05.2021,"-500,00 CZK",Bezhotovostní platba,,"pp#15553 FO 797/2021, olk:p, fb-propagace-brezen, josef-indra",NA,111,NA,"pp#15553 FO 797/2021, olk:p, fb-propagace-brezen, josef-indra"
13.05.2021,"-20 764,00 CZK",Bezhotovostní platba,,"pp#16106 FO 1328/2021, cen:kanc, dph-identifikovana-osoba-duben-2021, financni-urad-praha-2",NA,71339698,NA,"pp#16106 FO 1328/2021, cen:kanc, dph-identifikovana-osoba-duben-2021, financni-urad-praha-2"
13.05.2021,"-9 830,04 CZK",Bezhotovostní platba,,"pp#16059 FO 1283/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-zlinsky, age-reklamni-agentura-sro",308,20021,42021,"pp#16059 FO 1283/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-zlinsky, age-reklamni-agentura-sro"
13.05.2021,"-603,62 CZK",Karetní transakce,,"Nákup: FACEBK *CX2AX43WJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 13.5.2021, částka  603.62 CZK",NA,8267,NA,"Nákup: FACEBK *CX2AX43WJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 13.5.2021, částka  603.62 CZK"
13.05.2021,"-72 600,00 CZK",Okamžitá odchozí platba,,"pp#16099 FO 1322/2021, cen:vs, sluzby-spojene-s-porizenim-analyzy-kampanovych-vizualu, beefbrothers-sro",NA,4821,42021,"pp#16099 FO 1322/2021, cen:vs, sluzby-spojene-s-porizenim-analyzy-kampanovych-vizualu, beefbrothers-sro"
13.05.2021,"-5 000,00 CZK",Karetní transakce,,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 12.5.2021, částka  5000.00 CZK",NA,8267,NA,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 12.5.2021, částka  5000.00 CZK"
13.05.2021,"-20 000,00 CZK",Bezhotovostní platba,,"pp#16088 FO 1312/2021, pak:p, proplaceni-vedouci-krajskeho-medialniho-odboru-v-pardubickem-kraji-202105, martinsaifrt",NA,20210005,NA,"pp#16088 FO 1312/2021, pak:p, proplaceni-vedouci-krajskeho-medialniho-odboru-v-pardubickem-kraji-202105, martinsaifrt"
13.05.2021,"-27 515,40 CZK",Bezhotovostní platba,,"pp#16076 FO 1300/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-karlovarsky, age-reklamni-agentura-sro",308,20003,42021,"pp#16076 FO 1300/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-karlovarsky, age-reklamni-agentura-sro"
13.05.2021,"-40 631,80 CZK",Bezhotovostní platba,,"pp#16075 FO 1299/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-jihocesky, age-reklamni-agentura-sro",308,20001,42021,"pp#16075 FO 1299/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-jihocesky, age-reklamni-agentura-sro"
13.05.2021,"-20 703,10 CZK",Bezhotovostní platba,,"pp#16074 FO 1298/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-olomoucky, age-reklamni-agentura-sro",308,20006,42021,"pp#16074 FO 1298/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-olomoucky, age-reklamni-agentura-sro"
13.05.2021,"-81 118,40 CZK",Bezhotovostní platba,,"pp#16073 FO 1297/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-jihomoravsky, age-reklamni-agentura-sro",308,20002,42021,"pp#16073 FO 1297/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-jihomoravsky, age-reklamni-agentura-sro"
13.05.2021,"-70 059,00 CZK",Bezhotovostní platba,,"pp#16072 FO 1296/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-moravskoslezsky, age-reklamni-agentura-sro",308,20005,42021,"pp#16072 FO 1296/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-moravskoslezsky, age-reklamni-agentura-sro"
13.05.2021,"-40 583,40 CZK",Bezhotovostní platba,,"pp#16071 FO 1295/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-kralovehradecky, age-reklamni-agentura-sro",308,20004,42021,"pp#16071 FO 1295/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-kralovehradecky, age-reklamni-agentura-sro"
13.05.2021,"-23 268,30 CZK",Bezhotovostní platba,,"pp#16070 FO 1294/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-ustecky, age-reklamni-agentura-sro",308,20010,42021,"pp#16070 FO 1294/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-ustecky, age-reklamni-agentura-sro"
13.05.2021,"-146 337,40 CZK",Bezhotovostní platba,,"pp#16069 FO 1293/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-stredocesky, age-reklamni-agentura-sro",308,20009,42021,"pp#16069 FO 1293/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-stredocesky, age-reklamni-agentura-sro"
13.05.2021,"-56 361,80 CZK",Bezhotovostní platba,,"pp#16068 FO 1292/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-praha, age-reklamni-agentura-sro",308,20012,42021,"pp#16068 FO 1292/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-praha, age-reklamni-agentura-sro"
13.05.2021,"-51 533,90 CZK",Bezhotovostní platba,,"pp#16067 FO 1291/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-plzensky, age-reklamni-agentura-sro",308,20008,42021,"pp#16067 FO 1291/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-plzensky, age-reklamni-agentura-sro"
13.05.2021,"-23 256,20 CZK",Bezhotovostní platba,,"pp#16066 FO 1290/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-vysocina, age-reklamni-agentura-sro",308,20011,42021,"pp#16066 FO 1290/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-vysocina, age-reklamni-agentura-sro"
13.05.2021,"-26 716,80 CZK",Bezhotovostní platba,,"pp#16065 FO 1289/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-pardubicky, age-reklamni-agentura-sro",308,20007,42021,"pp#16065 FO 1289/2021, cen:vs, pronajem-billboardovych-ploch-ke-kampani-kraj-pardubicky, age-reklamni-agentura-sro"
13.05.2021,"-9 147,60 CZK",Bezhotovostní platba,,"pp#16064 FO 1288/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-kralovehradecky, age-reklamni-agentura-sro",308,20015,42021,"pp#16064 FO 1288/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-kralovehradecky, age-reklamni-agentura-sro"
13.05.2021,"-12 729,20 CZK",Bezhotovostní platba,,"pp#16063 FO 1287/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-moravskoslezsky, age-reklamni-agentura-sro",308,20017,42021,"pp#16063 FO 1287/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-moravskoslezsky, age-reklamni-agentura-sro"
13.05.2021,"-11 567,60 CZK",Bezhotovostní platba,,"pp#16062 FO 1286/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-olomoucky, age-reklamni-agentura-sro",308,20018,42021,"pp#16062 FO 1286/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-olomoucky, age-reklamni-agentura-sro"
13.05.2021,"-11 156,20 CZK",Bezhotovostní platba,,"pp#16061 FO 1285/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-liberecky, age-reklamni-agentura-sro",308,20016,42021,"pp#16061 FO 1285/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-liberecky, age-reklamni-agentura-sro"
13.05.2021,"-11 107,80 CZK",Bezhotovostní platba,,"pp#16060 FO 1284/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-jihomoravsky, age-reklamni-agentura-sro",308,20014,42021,"pp#16060 FO 1284/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-jihomoravsky, age-reklamni-agentura-sro"
13.05.2021,"-7 095,44 CZK",Bezhotovostní platba,,"pp#16058 FO 1282/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-ustecky, age-reklamni-agentura-sro",308,20020,42021,"pp#16058 FO 1282/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-ustecky, age-reklamni-agentura-sro"
13.05.2021,"-20 954,78 CZK",Bezhotovostní platba,,"pp#16057 FO 1281/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-stredocesky, age-reklamni-agentura-sro",308,20019,42021,"pp#16057 FO 1281/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-stredocesky, age-reklamni-agentura-sro"
13.05.2021,"-13 058,32 CZK",Bezhotovostní platba,,"pp#16053 FO 1277/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-jihocesky, age-reklamni-agentura-sro",308,20013,42021,"pp#16053 FO 1277/2021, cen:vs, pronajem-clv-a-produkce-kampani-kraj-jihocesky, age-reklamni-agentura-sro"
13.05.2021,"-3 000,00 CZK",Karetní transakce,,"Nákup: FACEBK *ZB86V4TVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.5.2021, částka  3000.00 CZK",NA,8267,NA,"Nákup: FACEBK *ZB86V4TVJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 12.5.2021, částka  3000.00 CZK"
12.05.2021,"-25 000,00 CZK",Bezhotovostní platba,,"pp#16051 FO 1275/2021, cen:vs, vizazisticke-prace-na-foceni-pro-kampan, erika-nespesna",NA,72021,42021,"pp#16051 FO 1275/2021, cen:vs, vizazisticke-prace-na-foceni-pro-kampan, erika-nespesna"
12.05.2021,"-24 000,00 CZK",Bezhotovostní platba,,"pp#16050 FO 1274/2021, cen:vs, styling-na-foceni-7-1242021-pro-kampan, sarka-carvanova",NA,20210004,42021,"pp#16050 FO 1274/2021, cen:vs, styling-na-foceni-7-1242021-pro-kampan, sarka-carvanova"
12.05.2021,"-6 000,00 CZK",Bezhotovostní platba,,"pp#16049 FO 1273/2021, cen:vs, styling-pro-kampan-do-parlamentnich-voleb-foceni-dne-2342021, sarka-carvanova",NA,20210005,42021,"pp#16049 FO 1273/2021, cen:vs, styling-pro-kampan-do-parlamentnich-voleb-foceni-dne-2342021, sarka-carvanova"
12.05.2021,"-277 777,78 CZK",Bezhotovostní platba,,"pp#16048 FO 1272/2021, cen:vs, marketingove-sluzby-v-ramci-predvolebni-kampane-stran-pirati-a-stan, beefbrothers-sro",NA,5721,42021,"pp#16048 FO 1272/2021, cen:vs, marketingove-sluzby-v-ramci-predvolebni-kampane-stran-pirati-a-stan, beefbrothers-sro"
