baseInfo.accountBalance,baseInfo.paymentTypeId,baseInfo.accountingOrder,baseInfo.idTran,baseInfo.idZp,baseInfo.accountingTypeId,baseInfo.accountingTypeCode,baseInfo.ccTypeCode,baseInfo.bankReference,baseInfo.transactionTypeCode,baseInfo.transactionDescription,baseInfo.transactionNote,baseInfo.typeOfBreakdownCode,baseInfo.transactionGroupCode,baseInfo.generalTextList,baseInfo.accountAmountData.amount,baseInfo.accountAmountData.currencyCode,baseInfo.accountingDate.dayOfYear,baseInfo.accountingDate.dayOfWeek,baseInfo.accountingDate.month,baseInfo.accountingDate.dayOfMonth,baseInfo.accountingDate.year,baseInfo.accountingDate.monthValue,baseInfo.accountingDate.nano,baseInfo.accountingDate.hour,baseInfo.accountingDate.minute,baseInfo.accountingDate.second,baseInfo.accountingDate.chronology.calendarType,baseInfo.accountingDate.chronology.id,transactionTypeChoice.crossborderPayment,transactionTypeChoice.sepaCreditTransfer,transactionTypeChoice.tbca,transactionTypeChoice.fee,transactionTypeChoice.externalAccountTransaction,transactionTypeChoice.otherTransaction,transactionTypeChoice.domesticPayment.paymentAmountData,transactionTypeChoice.domesticPayment.exchangeRate,transactionTypeChoice.domesticPayment.partyName,transactionTypeChoice.domesticPayment.batchName,transactionTypeChoice.domesticPayment.transactionSystemComment,transactionTypeChoice.domesticPayment.debitingDate.dayOfYear,transactionTypeChoice.domesticPayment.debitingDate.dayOfWeek,transactionTypeChoice.domesticPayment.debitingDate.month,transactionTypeChoice.domesticPayment.debitingDate.dayOfMonth,transactionTypeChoice.domesticPayment.debitingDate.year,transactionTypeChoice.domesticPayment.debitingDate.monthValue,transactionTypeChoice.domesticPayment.debitingDate.nano,transactionTypeChoice.domesticPayment.debitingDate.hour,transactionTypeChoice.domesticPayment.debitingDate.minute,transactionTypeChoice.domesticPayment.debitingDate.second,transactionTypeChoice.domesticPayment.debitingDate.chronology.calendarType,transactionTypeChoice.domesticPayment.debitingDate.chronology.id,transactionTypeChoice.domesticPayment.partyAccount.internalAccount,transactionTypeChoice.domesticPayment.partyAccount.foreignAccount,transactionTypeChoice.domesticPayment.partyAccount.domesticAccount.accountNumber,transactionTypeChoice.domesticPayment.partyAccount.domesticAccount.bankCode,transactionTypeChoice.domesticPayment.symbols.variableSymbol,transactionTypeChoice.domesticPayment.symbols.specificSymbol,transactionTypeChoice.domesticPayment.symbols.constantSymbol,transactionTypeChoice.domesticPayment.message.message1,transactionTypeChoice.domesticPayment.message.message2,transactionTypeChoice.domesticPayment.message.message3,transactionTypeChoice.domesticPayment.message.message4
17219702.4,1,,CB0G952656,9544577495,3,D,11,202107190269490D,10,Odchozí úhrada,,,T,,-2147.51,CZK,200,MONDAY,JULY,19,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,,,,,,,,,,,,,,,,,,195520355,0300,211300717,,0000,OV Tábor - vratka duplicitní p,latby WIP Reklama,,
17221849.91,1,,CB0G952657,9544577494,3,D,11,202107190269489D,10,Odchozí úhrada,,,T,,-6776,CZK,200,MONDAY,JULY,19,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,Mgr. Ivan Fojt,,,,,,,,,,,,,,,,,433921650247,0100,492021,,0000,volby PČR - tisk plakátů a let,áků,,
17240425.91,,,,9542588007,3,C,11,202107180007356C,11,Příchozí úhrada,,,T,,15000,CZK,199,SUNDAY,JULY,18,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTIC.STR.CECH,,,,,,,,,,,,,,,,,298564668,0300,351002100,,,LiberKrajVol1,,,
17337691.91,1,,CB0G722841,9537152733,3,D,11,202107150325488D,10,Odchozí úhrada,,,T,,-161885,CZK,196,THURSDAY,JULY,15,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110216,,0000,volby PČR - baner,,,
17225425.91,,,,9538909630,3,C,11,202107150437540C,11,Příchozí úhrada,,,T,,504,CZK,196,THURSDAY,JULY,15,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,33107,,0308,Převod od OV KSČM Tábor,,,
17499576.91,,,,9536877730,3,C,11,202107150287378C,11,Příchozí úhrada,,,T,,3000,CZK,196,THURSDAY,JULY,15,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTIC.STR.CECH,,,,,,,,,,,,,,,,,298730400,0300,36104,,,převod od OV KSČM Třebíč,,,
17224921.91,49,,CS20210715AJAYLQNK,9537224418,39,C,02,202107155013512C,1,Okamžitá úhrada,,,T,,1000,CZK,196,THURSDAY,JULY,15,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,Ing. Jaroslav Chlup,,,,,,,,,,,,,,,,,5250305002,5500,,,,Finanční dar na volby do PS,,,
17223921.91,,,,9537152918,3,C,11,202107150325482C,11,Příchozí úhrada,,,T,,35000,CZK,196,THURSDAY,JULY,15,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KSČM,,,,,,,,,,,,,,,,,478648033,0300,32103,,0000,JUDr.Rozsár Jozef - fin.dar pr,o volby PČR,,
17188921.91,1,,CB0G722842,9537152738,3,D,11,202107150325496D,10,Odchozí úhrada,,,T,,-972,CZK,196,THURSDAY,JULY,15,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1012995,,0000,volby PČR - výlep,,,
17189893.91,1,,CB0G722838,9537152737,3,D,11,202107150325480D,10,Odchozí úhrada,,,T,,-5808,CZK,196,THURSDAY,JULY,15,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"PAROLA, spol. s r.o.",,,,,,,,,,,,,,,,,403247681,0100,1166147,,0000,volby PČR - inzerce,,,
17195701.91,1,,CB0G722836,9537152736,3,D,11,202107150325492D,10,Odchozí úhrada,,,T,,-6534,CZK,196,THURSDAY,JULY,15,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"PAROLA, spol. s r.o.",,,,,,,,,,,,,,,,,403247681,0100,1136404,,0000,volby PČR - inzerce,,,
17202235.91,1,,CB0G722840,9537152735,3,D,11,202107150325495D,10,Odchozí úhrada,,,T,,-10406,CZK,196,THURSDAY,JULY,15,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,VENDI s.r.o.,,,,,,,,,,,,,,,,,9604410247,0100,2100426,,0000,volby PČR - nájem vitríny,,,
17212641.91,1,,CB0G722843,9537152734,3,D,11,202107150325485D,10,Odchozí úhrada,,,T,,-125050,CZK,196,THURSDAY,JULY,15,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110215,,0000,"volby PČR - plakáty,baner",,,
17492770.91,,,,9525094512,3,C,11,202107120486072C,11,Příchozí úhrada,,,T,,5000,CZK,193,MONDAY,JULY,12,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,33107,,0308,Převod od OV KSČM Tábor,,,
17496576.91,,,,9525094514,3,C,11,202107120486070C,11,Příchozí úhrada,,,T,,806,CZK,193,MONDAY,JULY,12,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,33107,,0308,Převod od OVKSČM Tábor,,,
17495770.91,,,,9525094513,3,C,11,202107120486071C,11,Příchozí úhrada,,,T,,3000,CZK,193,MONDAY,JULY,12,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,33107,,0308,Převod od OV KSČM Tábor,,,
17487770.91,1,,CB0G265797,9520218530,3,D,11,202107090198691D,10,Odchozí úhrada,,,T,,-968,CZK,190,FRIDAY,JULY,9,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RAILREKLAM, spol. s r.o.",,,,,,,,,,,,,,,,,1387406850,2700,2100071,,0000,volby PČR - reklama,,,
17508703.91,,,,9519433677,3,C,11,202107090059769C,11,Příchozí úhrada,,,T,,10200,CZK,190,FRIDAY,JULY,9,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,KRALOVEHRADECKÝ KRAJ,,,190,FRIDAY,JULY,9,2021,7,0,0,0,0,iso8601,ISO,,,437168210257,0100,"","",0558,PŘEVOD OD KV KSČM HRADEC KRÁLOVÉ,,,
17488738.91,1,,CB0G265795,9520218529,3,D,11,202107090198694D,10,Odchozí úhrada,,,T,,-19965,CZK,190,FRIDAY,JULY,9,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RAILREKLAM, spol. s r.o.",,,,,,,,,,,,,,,,,1387406850,2700,2100070,,0000,volby PČR - reklama,,,
17505719.91,1,,CB0G0V2220,9517523966,3,D,11,202107080197485D,10,Odchozí úhrada,,,T,,-36300,CZK,189,THURSDAY,JULY,8,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,Media Concept s. r. o.,,,,,,,,,,,,,,,,,2200559318,2010,20210066,,0000,volby PČR - tisková kampaň,,,
17498503.91,1,,CB0G0V2221,9517523969,3,D,11,202107080197481D,10,Odchozí úhrada,,,T,,-580.8,CZK,189,THURSDAY,JULY,8,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,euroAWK s.r.o.,,,,,,,,,,,,,,,,,4030016685,6800,1877,,0000,volby PČR - tisk plakátů,,,
17499084.71,1,,CB0G0V2217,9517523968,3,D,11,202107080197480D,10,Odchozí úhrada,,,T,,-2255,CZK,189,THURSDAY,JULY,8,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,FOTOŠEINER s. r. o.,,,,,,,,,,,,,,,,,1158055020267,0100,2021032,,0000,volby PČR - fotografování,,,
17501339.71,1,,CB0G0V2219,9517523967,3,D,11,202107080197483D,10,Odchozí úhrada,,,T,,-4380.2,CZK,189,THURSDAY,JULY,8,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"P-BUS TOUR, s.r.o.",,,,,,,,,,,,,,,,,216551805,0600,21005,,0000,volby PČR - doprava,,,
17561531.91,1,,CB0FZR1069,9511585935,3,D,11,202107070286725D,10,Odchozí úhrada,,,T,,-22651.2,CZK,188,WEDNESDAY,JULY,7,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,BOFTISK s.r.o.,,,,,,,,,,,,,,,,,234723586,0300,210386,,0000,"volby PČR - leták,plakát",,,
17542019.91,1,,CB0FZR1071,9511585957,3,D,11,202107070286723D,10,Odchozí úhrada,,,T,,-3430,CZK,188,WEDNESDAY,JULY,7,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,10121297,,0000,volby PČR - výlep,,,
17545449.91,1,,CB0FZR1070,9511585950,3,D,11,202107070286720D,10,Odchozí úhrada,,,T,,-5082,CZK,188,WEDNESDAY,JULY,7,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,VENDI s.r.o.,,,,,,,,,,,,,,,,,9604410247,0100,2100415,,0000,volby PČR - nájem BB,,,
17550531.91,1,,CB0FZR1068,9511585945,3,D,11,202107070286722D,10,Odchozí úhrada,,,T,,-11000,CZK,188,WEDNESDAY,JULY,7,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,PhDr. Miroslava Vohralíková,,,,,,,,,,,,,,,,,2319256023,0800,20217015,,0000,volby PČR - propagace kandidát,ů,,
17589023.71,1,,CB0FYH9976,9507202765,3,D,11,202107020117244D,10,Odchozí úhrada,,,T,,-8107,CZK,183,FRIDAY,JULY,2,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,VLTAVA LABE MEDIA a.s.,,,,,,,,,,,,,,,,,1033041444,5500,2117015674,,0000,volby PČR - inzerce,,,
17584183.11,1,,CB0FYH9974,9507202769,3,D,11,202107020117243D,10,Odchozí úhrada,,,T,,-0.6,CZK,183,FRIDAY,JULY,2,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RAILREKLAM, spol. s r.o.",,,,,,,,,,,,,,,,,1387406850,2700,2120163,,0000,volby PČR - výroba materiálů s,pojenou s reklamou,,
17584183.71,1,,CB0FYH9975,9507202766,3,D,11,202107020117245D,10,Odchozí úhrada,,,T,,-4840,CZK,183,FRIDAY,JULY,2,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,ZIKADO s.r.o.,,,,,,,,,,,,,,,,,7395520001,5500,21004834,,0000,volby PČR - inzerce,,,
18027091.71,,,,9504625489,3,C,11,202107010132718C,11,Příchozí úhrada,,,T,,581,CZK,182,THURSDAY,JULY,1,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,OKRESNÍ VÝBOR KOMUNI,,,182,THURSDAY,JULY,1,2021,7,0,0,0,0,iso8601,ISO,,,737221,0100,0000032112,"",0000,převod od OV KSČM RAKOVNÍK TÚ,,,
17597130.71,1,,CB0FXQ8248,9504848160,3,D,11,202107010181016D,10,Odchozí úhrada,,,T,,-180,CZK,182,THURSDAY,JULY,1,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,Technické služby města Benátky,,,,,,,,,,,,,,,,,28827181,0100,321082,,0000,volby PČR - výlep,,,
17597310.71,1,,CB0FXQ8251,9504848159,3,D,11,202107010181020D,10,Odchozí úhrada,,,T,,-581,CZK,182,THURSDAY,JULY,1,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,10121327,,0000,volby PČR -výlep,,,
17597891.71,1,,CB0FXQ8247,9504848158,3,D,11,202107010181013D,10,Odchozí úhrada,,,T,,-20570,CZK,182,THURSDAY,JULY,1,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,BARTH Reklamka a.s.,,,,,,,,,,,,,,,,,4338172,0800,210013,,0000,volby PČR - reklama MHD,,,
17618461.71,1,,CB0FXQ8250,9504848157,3,D,11,202107010181019D,10,Odchozí úhrada,,,T,,-150630,CZK,182,THURSDAY,JULY,1,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110204,,0000,volby PČR - plakát,,,
17769091.71,1,,CB0FXQ8249,9504848156,3,D,11,202107010181022D,10,Odchozí úhrada,,,T,,-258000,CZK,182,THURSDAY,JULY,1,2021,7,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110203,,0000,volby PČR - grafické příspěvky,,,
18009647.71,,,,9496659153,3,C,11,202106290011176C,11,Příchozí úhrada,,,T,,20000,CZK,180,TUESDAY,JUNE,29,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTICKÁ STRANA,,,179,MONDAY,JUNE,28,2021,6,0,0,0,0,iso8601,ISO,,,4039201,0100,"","",0308,příspěvek OV KSČM Praha-východ na T,Ú,,
18026510.71,,,,9496906436,3,C,11,202106290048916C,11,Příchozí úhrada,,,T,,16863,CZK,180,TUESDAY,JUNE,29,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTIC.STR.CECH,,,,,,,,,,,,,,,,,298662137,0300,1022417,,,Převod od KV KSČM Vysočina,,,
17992108.71,1,,CB0FVN0971,9493644032,3,D,11,202106280207315D,10,Odchozí úhrada,,,T,,-9033,CZK,179,MONDAY,JUNE,28,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1022444,,0000,volby PČR - výlep,,,
17989647.71,1,,CB0FVN0972,9493644033,3,D,11,202106280207316D,10,Odchozí úhrada,,,T,,-2461,CZK,179,MONDAY,JUNE,28,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1022443,,0000,volby PČR - výlep,,,
18000131.12,,,,9489252409,3,C,11,202106250143815C,11,Příchozí úhrada,,,T,,2147.51,CZK,176,FRIDAY,JUNE,25,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,WIP REKLAMA S.R.O.,,,176,FRIDAY,JUNE,25,2021,6,0,0,0,0,iso8601,ISO,,,1100004396,5500,211300717,,308,KSČM,,,
18001141.71,,,,9489252411,3,C,11,202106250143814C,11,Příchozí úhrada,,,T,,1010.59,CZK,176,FRIDAY,JUNE,25,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,WIP REKLAMA S.R.O.,,,176,FRIDAY,JUNE,25,2021,6,0,0,0,0,iso8601,ISO,,,1100004396,5500,211300732,,308,KSČM,,,
17997983.61,1,,CB0FUG6522,9486956535,3,D,11,202106240196172D,10,Odchozí úhrada,,,T,,-7865,CZK,175,THURSDAY,JUNE,24,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Mgr. Ivan Fojt,,,,,,,,,,,,,,,,,433921650247,0100,472021,,0000,volby PČR - plakáty,,,
17986379.61,,,,9484032225,3,C,11,202106230045257C,11,Příchozí úhrada,,,T,,20000,CZK,174,WEDNESDAY,JUNE,23,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KOMUNISTICKÁ STRANA,,,174,WEDNESDAY,JUNE,23,2021,6,0,0,0,0,iso8601,ISO,,,835681,0100,"","",0000,převod od OV KSČM Jihlava,,,
18003319.61,,,,9484539260,3,C,11,202106230165077C,11,Příchozí úhrada,,,T,,16940,CZK,174,WEDNESDAY,JUNE,23,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSČM,,,,,,,,,,,,,,,,,478648033,0300,38100,,0000,Luzar Leo - fin.dar na volby d,o PS,,
18005848.61,,,,9485883338,3,C,11,202106230197094C,11,Příchozí úhrada,,,T,,2529,CZK,174,WEDNESDAY,JUNE,23,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,KSCM,,,,,,,,,,,,,,,,,195520355,0300,33107,,,Převod od OV KSČM Tábor,,,
17964723.61,,,,9481638033,3,C,11,202106220108186C,11,Příchozí úhrada,,,T,,432,CZK,173,TUESDAY,JUNE,22,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,SPRÁVA MĚSTA SEZIMOV,,,173,TUESDAY,JUNE,22,2021,6,0,0,0,0,iso8601,ISO,,,1078945050257,0100,0000210457,"",0308,vratka 2 x zaplac.,,,
17966379.61,,,,9481638036,3,C,11,202106220108183C,11,Příchozí úhrada,,,T,,432,CZK,173,TUESDAY,JUNE,22,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,SPRÁVA MĚSTA SEZIMOV,,,173,TUESDAY,JUNE,22,2021,6,0,0,0,0,iso8601,ISO,,,1078945050257,0100,0000210440,"",0308,vratka 2 x zaplac.,,,
17965947.61,,,,9481638035,3,C,11,202106220108184C,11,Příchozí úhrada,,,T,,432,CZK,173,TUESDAY,JUNE,22,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,SPRÁVA MĚSTA SEZIMOV,,,173,TUESDAY,JUNE,22,2021,6,0,0,0,0,iso8601,ISO,,,1078945050257,0100,0000210385,"",0308,vratka 2 x zaplac.,,,
17965515.61,,,,9481638034,3,C,11,202106220108185C,11,Příchozí úhrada,,,T,,792,CZK,173,TUESDAY,JUNE,22,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,SPRÁVA MĚSTA SEZIMOV,,,173,TUESDAY,JUNE,22,2021,6,0,0,0,0,iso8601,ISO,,,1078945050257,0100,"","",0308,vratka 2 x zaplac.,,,
18084125.27,1,,CB0FSC2973,9477915542,3,D,11,202106210296113D,10,Odchozí úhrada,,,T,,-39682.5,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"FUTURA, a.s.",,,,,,,,,,,,,,,,,1921614319,0800,2021110193,,0000,volby PČR - kniha Ve znamení k,říže,,
17964291.61,1,,CB0FSC2956,9477915567,3,D,11,202106210296098D,10,Odchozí úhrada,,,T,,-432,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Správa města Sezimovo Ústí,,,,,,,,,,,,,,,,,1078945050257,0100,210457,,0000,volby PČR - výlep,,,
17964723.61,1,,CB0FSC2953,9477915566,3,D,11,202106210296096D,10,Odchozí úhrada,,,T,,-432,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Správa města Sezimovo Ústí,,,,,,,,,,,,,,,,,1078945050257,0100,210440,,0000,volby PČR - výlep,,,
17965155.61,1,,CB0FSC2951,9477915565,3,D,11,202106210296094D,10,Odchozí úhrada,,,T,,-432,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Správa města Sezimovo Ústí,,,,,,,,,,,,,,,,,1078945050257,0100,210385,,0000,volby PČR -  výlep,,,
17965587.61,1,,CB0FSC2957,9477915564,3,D,11,202106210296099D,10,Odchozí úhrada,,,T,,-617,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Eko Bi s.r.o.,,,,,,,,,,,,,,,,,212186601,0300,211000008,,0000,volby PČR - výlep,,,
17966204.61,1,,CB0FSC2952,9477915563,3,D,11,202106210296093D,10,Odchozí úhrada,,,T,,-645,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1012689,,0000,volby PČR - výlep,,,
17966849.61,1,,CB0FSC2949,9477915562,3,D,11,202106210296092D,10,Odchozí úhrada,,,T,,-645,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1012509,,0000,volby PČR - výlep,,,
17967494.61,1,,CB0FSC2978,9477915561,3,D,11,202106210296091D,10,Odchozí úhrada,,,T,,-645,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1012443,,0000,volby PČR - výlep,,,
17968139.61,1,,CB0FSC2954,9477915560,3,D,11,202106210296100D,10,Odchozí úhrada,,,T,,-792,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Správa města Sezimovo Ústí,,,,,,,,,,,,,,,,,1078945050257,0100,210441,,0000,volby PČR - výlep,,,
17968931.61,1,,CB0FSC2955,9477915559,3,D,11,202106210296097D,10,Odchozí úhrada,,,T,,-1010.59,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,WIP Reklama spol. s r.o.,,,,,,,,,,,,,,,,,1100004396,5500,211300732,,0000,volby PČR - výlep,,,
17969942.2,1,,CB0FSC2962,9477915558,3,D,11,202106210296105D,10,Odchozí úhrada,,,T,,-1260,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Hana Hejlová,,,,,,,,,,,,,,,,,2601188036,2010,1021,,0000,volby PČR - výlep,,,
17971202.2,1,,CB0FSC2947,9477915557,3,D,11,202106210296090D,10,Odchozí úhrada,,,T,,-1270.5,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,PLAKÁT s.r.o.,,,,,,,,,,,,,,,,,4556587001,5500,2021016,,0000,volby PČR - výlep,,,
17972472.7,1,,CB0FSC2964,9477915556,3,D,11,202106210296110D,10,Odchozí úhrada,,,T,,-1710,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"TEPVOS, spol. s r.o.",,,,,,,,,,,,,,,,,168752599,0300,41210205,,0000,volby PČR -  výlep,,,
17974182.7,1,,CB0FSC2966,9477915555,3,D,11,202106210296109D,10,Odchozí úhrada,,,T,,-1712,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Město Zubří,,,,,,,,,,,,,,,,,2221851,0100,3042021,,0000,volby PČR - výlep,,,
17975894.7,1,,CB0FSC2950,9477915554,3,D,11,202106210296095D,10,Odchozí úhrada,,,T,,-2147.51,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,WIP Reklama spol. s r.o.,,,,,,,,,,,,,,,,,1100004396,5500,211300717,,0000,volby PČR - výlep,,,
17978042.21,1,,CB0FSC2965,9477915553,3,D,11,202106210296108D,10,Odchozí úhrada,,,T,,-3000,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Václav Špíral,,,,,,,,,,,,,,,,,6701002200860390,6210,2021014,,0000,volby PČR - příprava grafiky,,,
17981042.21,1,,CB0FSC2968,9477915552,3,D,11,202106210296111D,10,Odchozí úhrada,,,T,,-3430.01,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Compag Mladá Boleslav s.r.o.,,,,,,,,,,,,,,,,,5708892,0800,121000540,,0000,volby PČR - výlep,,,
17984472.22,1,,CB0FSC2963,9477915551,3,D,11,202106210296106D,10,Odchozí úhrada,,,T,,-4500,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Jana Štípková,,,,,,,,,,,,,,,,,2400536276,2010,3,,0000,volby PČR - fotografické práce,,,
17988972.22,1,,CB0FSC2958,9477915550,3,D,11,202106210296101D,10,Odchozí úhrada,,,T,,-6056.05,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Jiří Drnek,,,,,,,,,,,,,,,,,8053133524,0600,842021,,0000,volby PČR - tisk plakátů,,,
17995028.27,1,,CB0FSC2948,9477915549,3,D,11,202106210296115D,10,Odchozí úhrada,,,T,,-6142,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,ZIKADO s.r.o.,,,,,,,,,,,,,,,,,7395520001,5500,21004454,,0000,volby PČR - reklama,,,
18001170.27,1,,CB0FSC2976,9477915548,3,D,11,202106210296114D,10,Odchozí úhrada,,,T,,-6142,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,ZIKADO s.r.o.,,,,,,,,,,,,,,,,,7395520001,5500,21004442,,0000,volby PČR - reklama,,,
18007312.27,1,,CB0FSC2959,9477915547,3,D,11,202106210296102D,10,Odchozí úhrada,,,T,,-9438,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Mgr. Ivan Fojt,,,,,,,,,,,,,,,,,433921650247,0100,462021,,0000,volby PČR - kalendáříky,,,
18016750.27,1,,CB0FSC2960,9477915546,3,D,11,202106210296103D,10,Odchozí úhrada,,,T,,-11132,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,Mgr. Ivan Fojt,,,,,,,,,,,,,,,,,433921650247,0100,442021,,0000,volby PČR - plakáty,,,
18027882.27,1,,CB0FSC2967,9477915545,3,D,11,202106210296107D,10,Odchozí úhrada,,,T,,-16863,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"RENGL, s.r.o.",,,,,,,,,,,,,,,,,3936597389,0800,1022417,,0000,volby PČR - výlep,,,
18044745.27,1,,CB0FSC2969,9477915544,3,D,11,202106210296112D,10,Odchozí úhrada,,,T,,-16940,CZK,172,MONDAY,JUNE,21,2021,6,0,0,0,0,iso8601,ISO,,,,,,,,,"MISE MÉDIA, s.r.o.",,,,,,,,,,,,,,,,,234038730,0300,2110140,,0000,volby PČR - inzerce,,,
