date,amount,type,contra_account_name,message_for_recipient,ks,vs,ss,note,entity_name,text,prediction_new_data
2021-05-04,219441,Platba převodem uvnitř banky,STAROSTOVÉ A NEZÁVISLÍ,STAN - převod prostředků na volební účet,,,,STAN - převod prostředků na volební účet,pirati_stan,STAN - prevod prostredku na volebni ucet STAN - prevod prostredku na volebni ucet,d
2021-05-04,-15000,Karetní transakce,"","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 4.5.2021, částka  15000.00 CZK",,8267,,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 4.5.2021, částka  15000.00 CZK",pirati_stan,"Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 4.5.2021, castka 15000.00 CZK Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 4.5.2021, castka 15000.00 CZK",d
2021-05-04,-174240,Bezhotovostní platba,"","pp#15859 FO 1092/2021, cen:vs, realizace-koalicniho-webu-2-a-3-splatka, michal-bohac",,210100024,42021,"pp#15859 FO 1092/2021, cen:vs, realizace-koalicniho-webu-2-a-3-splatka, michal-bohac",pirati_stan,"pp#15859 FO 1092/2021, cen:vs, realizace-koalicniho-webu-2-a-3-splatka, michal-bohac pp#15859 FO 1092/2021, cen:vs, realizace-koalicniho-webu-2-a-3-splatka, michal-bohac",p
2021-05-04,-18250,Bezhotovostní platba,"","pp#15855 FO 1088/2021, khk:p, pr-a-textove-prace-4_2021, veronika-volejnikova",,202103,,"pp#15855 FO 1088/2021, khk:p, pr-a-textove-prace-4_2021, veronika-volejnikova",pirati_stan,"pp#15855 FO 1088/2021, khk:p, pr-a-textove-prace-4_2021, veronika-volejnikova pp#15855 FO 1088/2021, khk:p, pr-a-textove-prace-4_2021, veronika-volejnikova",o
2021-05-04,-50000,Bezhotovostní platba,"","pp#15853 FO 1086/2021, cen:vs, proplaceni-centralni-volebni-manazer-pavel-gruber-duben-2021, pavelgruber",,20210003,42021,"pp#15853 FO 1086/2021, cen:vs, proplaceni-centralni-volebni-manazer-pavel-gruber-duben-2021, pavelgruber",pirati_stan,"pp#15853 FO 1086/2021, cen:vs, proplaceni-centralni-volebni-manazer-pavel-gruber-duben-2021, pavelgruber pp#15853 FO 1086/2021, cen:vs, proplaceni-centralni-volebni-manazer-pavel-gruber-duben-2021, pavelgruber",d
2021-05-04,-3000,Bezhotovostní platba,"","pp#15785 FO 1085/2021, pak:p, proplaceni-korektury-kmo-pardubicky-kraj-202103, jaroslavlainz",,20210103,42021,"pp#15785 FO 1085/2021, pak:p, proplaceni-korektury-kmo-pardubicky-kraj-202103, jaroslavlainz",pirati_stan,"pp#15785 FO 1085/2021, pak:p, proplaceni-korektury-kmo-pardubicky-kraj-202103, jaroslavlainz pp#15785 FO 1085/2021, pak:p, proplaceni-korektury-kmo-pardubicky-kraj-202103, jaroslavlainz",d
2021-05-04,-8000,Bezhotovostní platba,"","pp#15784 FO 1080/2021, cen:mo, proplaceni-ps-instagram-anna-doova-202104, annadoova",,20210014,,"pp#15784 FO 1080/2021, cen:mo, proplaceni-ps-instagram-anna-doova-202104, annadoova",pirati_stan,"pp#15784 FO 1080/2021, cen:mo, proplaceni-ps-instagram-anna-doova-202104, annadoova pp#15784 FO 1080/2021, cen:mo, proplaceni-ps-instagram-anna-doova-202104, annadoova",a
2021-05-04,-8000,Bezhotovostní platba,"","pp#15502 FO 1079/2021, cen:mo, proplaceni-ps-instagram-anna-doova-brezen-202102, annadoova",,20210011,,"pp#15502 FO 1079/2021, cen:mo, proplaceni-ps-instagram-anna-doova-brezen-202102, annadoova",pirati_stan,"pp#15502 FO 1079/2021, cen:mo, proplaceni-ps-instagram-anna-doova-brezen-202102, annadoova pp#15502 FO 1079/2021, cen:mo, proplaceni-ps-instagram-anna-doova-brezen-202102, annadoova",d
2021-05-04,-51313.25,Platba cizoměnová či zahraniční,"","FO 1056/2021 - EURO - Odmena JakubS
		uster",,20210103,,FO 750/2021 - EURO - Odměna Jakub Šuster,pirati_stan,FO 1056/2021 - EURO - Odmena JakubS uster FO 750/2021 - EURO - Odmena Jakub Suster,d
2021-05-03,-31000,Bezhotovostní platba,"","pp#15840 FO 1070/2021, cen:mo, proplaceni-pr-manazer-kampan-202104, karolinasadilkova",,20210009,,"pp#15840 FO 1070/2021, cen:mo, proplaceni-pr-manazer-kampan-202104, karolinasadilkova",pirati_stan,"pp#15840 FO 1070/2021, cen:mo, proplaceni-pr-manazer-kampan-202104, karolinasadilkova pp#15840 FO 1070/2021, cen:mo, proplaceni-pr-manazer-kampan-202104, karolinasadilkova",d
2021-05-03,-40000,Bezhotovostní platba,"","pp#15839 FO 1069/2021, cen:mo, proplaceni-vedouci-odpovidacu-202105, michalzachar",,60052021,,"pp#15839 FO 1069/2021, cen:mo, proplaceni-vedouci-odpovidacu-202105, michalzachar",pirati_stan,"pp#15839 FO 1069/2021, cen:mo, proplaceni-vedouci-odpovidacu-202105, michalzachar pp#15839 FO 1069/2021, cen:mo, proplaceni-vedouci-odpovidacu-202105, michalzachar",d
2021-05-03,-15000,Bezhotovostní platba,"","pp#15838 FO 1068/2021, cen:mo, proplaceni-strategie-a-sprava-instagramoveho-profilu-202104, jaromirhorky",,20210501,,"pp#15838 FO 1068/2021, cen:mo, proplaceni-strategie-a-sprava-instagramoveho-profilu-202104, jaromirhorky",pirati_stan,"pp#15838 FO 1068/2021, cen:mo, proplaceni-strategie-a-sprava-instagramoveho-profilu-202104, jaromirhorky pp#15838 FO 1068/2021, cen:mo, proplaceni-strategie-a-sprava-instagramoveho-profilu-202104, jaromirhorky",d
2021-05-03,-31250,Bezhotovostní platba,"","pp#15825 FO 1055/2021, jhm:p, odmena-magda-koutska-pr-jmk, magda-koutska",,21050001,0,"pp#15825 FO 1055/2021, jhm:p, odmena-magda-koutska-pr-jmk, magda-koutska",pirati_stan,"pp#15825 FO 1055/2021, jhm:p, odmena-magda-koutska-pr-jmk, magda-koutska pp#15825 FO 1055/2021, jhm:p, odmena-magda-koutska-pr-jmk, magda-koutska",d
2021-05-03,-18750,Bezhotovostní platba,"","pp#15824 FO 1054/2021, jhm:p, odmena-linda-hrubesova-pr-jmk, linda-hrubesova",,20214,0,"pp#15824 FO 1054/2021, jhm:p, odmena-linda-hrubesova-pr-jmk, linda-hrubesova",pirati_stan,"pp#15824 FO 1054/2021, jhm:p, odmena-linda-hrubesova-pr-jmk, linda-hrubesova pp#15824 FO 1054/2021, jhm:p, odmena-linda-hrubesova-pr-jmk, linda-hrubesova",d
2021-05-03,-57500,Bezhotovostní platba,"","pp#15833 FO 1063/2021, cen:mo, proplaceni-social-media-manager-202104, janvrobel",,90,,"pp#15833 FO 1063/2021, cen:mo, proplaceni-social-media-manager-202104, janvrobel",pirati_stan,"pp#15833 FO 1063/2021, cen:mo, proplaceni-social-media-manager-202104, janvrobel pp#15833 FO 1063/2021, cen:mo, proplaceni-social-media-manager-202104, janvrobel",d
2021-05-03,-43500,Bezhotovostní platba,"","pp#15832 FO 1062/2021, cen:mo, proplaceni-sefredaktor-piratskych-listu-a-pr-spojka-pro-pardubicky-a-liberecky-kraj-202104, michalchalupa",,202105,,"pp#15832 FO 1062/2021, cen:mo, proplaceni-sefredaktor-piratskych-listu-a-pr-spojka-pro-pardubicky-a-liberecky-kraj-202104, michalchalupa",pirati_stan,"pp#15832 FO 1062/2021, cen:mo, proplaceni-sefredaktor-piratskych-listu-a-pr-spojka-pro-pardubicky-a-liberecky-kraj-202104, michalchalupa pp#15832 FO 1062/2021, cen:mo, proplaceni-sefredaktor-piratskych-listu-a-pr-spojka-pro-pardubicky-a-liberecky-kraj-202104, michalchalupa",i
2021-05-03,-30000,Platba převodem uvnitř banky,"","pp#15823 FO 1053/2021, zlk:p, proplaceni-prikazni-smlouva-medialni-specialistky-zlk-202104, luciesvehlikova",,20210501,,"pp#15823 FO 1053/2021, zlk:p, proplaceni-prikazni-smlouva-medialni-specialistky-zlk-202104, luciesvehlikova",pirati_stan,"pp#15823 FO 1053/2021, zlk:p, proplaceni-prikazni-smlouva-medialni-specialistky-zlk-202104, luciesvehlikova pp#15823 FO 1053/2021, zlk:p, proplaceni-prikazni-smlouva-medialni-specialistky-zlk-202104, luciesvehlikova",d
2021-05-03,-238.12,Bezhotovostní platba,"","pp#15810 FO 1041/2021, pha_praha12:p, reklama-fb-3, jan-adamec",,7292019,,"pp#15810 FO 1041/2021, pha_praha12:p, reklama-fb-3, jan-adamec",pirati_stan,"pp#15810 FO 1041/2021, pha_praha12:p, reklama-fb-3, jan-adamec pp#15810 FO 1041/2021, pha_praha12:p, reklama-fb-3, jan-adamec",d
2021-05-03,-15000,Bezhotovostní platba,"","pp#15797 FO 1028/2021, cen:vs, nataceni-strih-sound-design-videa-nabor-dobrovolniku-super-volunteer, jakub-suva",,20210402,42021,"pp#15797 FO 1028/2021, cen:vs, nataceni-strih-sound-design-videa-nabor-dobrovolniku-super-volunteer, jakub-suva",pirati_stan,"pp#15797 FO 1028/2021, cen:vs, nataceni-strih-sound-design-videa-nabor-dobrovolniku-super-volunteer, jakub-suva pp#15797 FO 1028/2021, cen:vs, nataceni-strih-sound-design-videa-nabor-dobrovolniku-super-volunteer, jakub-suva",p
2021-05-03,-600,Bezhotovostní platba,"","pp#15789 FO 1020/2021, ulk:p, trojnozka-roudnice-nad-labem, roudnice-nad-labem",,3020001021,42021,"pp#15789 FO 1020/2021, ulk:p, trojnozka-roudnice-nad-labem, roudnice-nad-labem",pirati_stan,"pp#15789 FO 1020/2021, ulk:p, trojnozka-roudnice-nad-labem, roudnice-nad-labem pp#15789 FO 1020/2021, ulk:p, trojnozka-roudnice-nad-labem, roudnice-nad-labem",d
2021-05-01,-4007,Karetní transakce,"","Nákup: IKEA CZ ecom,  Skandinavska 1 131, Praha, 155 00, CZE, dne 30.4.2021, částka  4007.00 CZK",,8267,,"Nákup: IKEA CZ ecom,  Skandinavska 1 131, Praha, 155 00, CZE, dne 30.4.2021, částka  4007.00 CZK",pirati_stan,"Nakup: IKEA CZ ecom, Skandinavska 1 131, Praha, 155 00, CZE, dne 30.4.2021, castka 4007.00 CZK Nakup: IKEA CZ ecom, Skandinavska 1 131, Praha, 155 00, CZE, dne 30.4.2021, castka 4007.00 CZK",d
2021-04-30,1.1e+07,Platba převodem uvnitř banky,Česká pirátská strana,"Převod dle koaliční smlouvy, Piráti, 2.třetina vkladu",,,,"Převod dle koaliční smlouvy, Piráti, 2.třetina vkladu",pirati_stan,"Prevod dle koalicni smlouvy, Pirati, 2.tretina vkladu Prevod dle koalicni smlouvy, Pirati, 2.tretina vkladu",d
2021-04-30,5333333,Platba převodem uvnitř banky,STAROSTOVÉ A NEZÁVISLÍ,STAN - vklad na volební účet na základě koaliční smlouvy,,,,STAN - vklad na volební účet na základě koaliční smlouvy,pirati_stan,STAN - vklad na volebni ucet na zaklade koalicni smlouvy STAN - vklad na volebni ucet na zaklade koalicni smlouvy,d
2021-04-30,-452.21,Bezhotovostní platba,"","pp#15809 FO 1040/2021, kvk_karlovyvary:p, fb-reklama-zakotvi-na-karlovarsku-setkani-s-novacky, robin-beitl",,1040,,"pp#15809 FO 1040/2021, kvk_karlovyvary:p, fb-reklama-zakotvi-na-karlovarsku-setkani-s-novacky, robin-beitl",pirati_stan,"pp#15809 FO 1040/2021, kvk_karlovyvary:p, fb-reklama-zakotvi-na-karlovarsku-setkani-s-novacky, robin-beitl pp#15809 FO 1040/2021, kvk_karlovyvary:p, fb-reklama-zakotvi-na-karlovarsku-setkani-s-novacky, robin-beitl",d
2021-04-30,-603.71,Bezhotovostní platba,"","pp#15808 FO 1039/2021, kvk:p, fb-reklama-seniori-na-palube-karlovarsky-kraj-1setkani, robin-beitl",,1039,,"pp#15808 FO 1039/2021, kvk:p, fb-reklama-seniori-na-palube-karlovarsky-kraj-1setkani, robin-beitl",pirati_stan,"pp#15808 FO 1039/2021, kvk:p, fb-reklama-seniori-na-palube-karlovarsky-kraj-1setkani, robin-beitl pp#15808 FO 1039/2021, kvk:p, fb-reklama-seniori-na-palube-karlovarsky-kraj-1setkani, robin-beitl",d
2021-04-30,-605,Bezhotovostní platba,"","pp#15807 FO 1038/2021, kvk:p, fb-reklama-transformace-karlovarskeho-kraje-mesic-druhy, robin-beitl",,1038,,"pp#15807 FO 1038/2021, kvk:p, fb-reklama-transformace-karlovarskeho-kraje-mesic-druhy, robin-beitl",pirati_stan,"pp#15807 FO 1038/2021, kvk:p, fb-reklama-transformace-karlovarskeho-kraje-mesic-druhy, robin-beitl pp#15807 FO 1038/2021, kvk:p, fb-reklama-transformace-karlovarskeho-kraje-mesic-druhy, robin-beitl",d
2021-04-30,-9655.8,Bezhotovostní platba,"","pp#15796 FO 1027/2021, cen:vs, mobilboard-pro-stredocesky-kraj, mobilboard-sro",,212900029,42021,"pp#15796 FO 1027/2021, cen:vs, mobilboard-pro-stredocesky-kraj, mobilboard-sro",pirati_stan,"pp#15796 FO 1027/2021, cen:vs, mobilboard-pro-stredocesky-kraj, mobilboard-sro pp#15796 FO 1027/2021, cen:vs, mobilboard-pro-stredocesky-kraj, mobilboard-sro",d
2021-04-30,-2249.74,Karetní transakce,"","Nákup: FACEBK *KW8MM3F9Q2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.4.2021, částka  2249.74 CZK",,8267,,"Nákup: FACEBK *KW8MM3F9Q2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.4.2021, částka  2249.74 CZK",pirati_stan,"Nakup: FACEBK *KW8MM3F9Q2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.4.2021, castka 2249.74 CZK Nakup: FACEBK *KW8MM3F9Q2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.4.2021, castka 2249.74 CZK",f
2021-04-30,-8550.81,Karetní transakce,"","Nákup: FACEBK *HQYSL37VF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.4.2021, částka  8550.81 CZK",,8267,,"Nákup: FACEBK *HQYSL37VF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.4.2021, částka  8550.81 CZK",pirati_stan,"Nakup: FACEBK *HQYSL37VF2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.4.2021, castka 8550.81 CZK Nakup: FACEBK *HQYSL37VF2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.4.2021, castka 8550.81 CZK",f
2021-04-29,-4000,Bezhotovostní platba,"","pp#15791 FO 1022/2021, jhc:p, medialni-cinnost-clanky-do-koalicnich-listu, radek-galis",,122021,42021,"pp#15791 FO 1022/2021, jhc:p, medialni-cinnost-clanky-do-koalicnich-listu, radek-galis",pirati_stan,"pp#15791 FO 1022/2021, jhc:p, medialni-cinnost-clanky-do-koalicnich-listu, radek-galis pp#15791 FO 1022/2021, jhc:p, medialni-cinnost-clanky-do-koalicnich-listu, radek-galis",d
2021-04-29,-5000,Bezhotovostní platba,"","pp#15743 FO 978/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202103, ondrejtuma",,20210006,,"pp#15743 FO 978/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202103, ondrejtuma",pirati_stan,"pp#15743 FO 978/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202103, ondrejtuma pp#15743 FO 978/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202103, ondrejtuma",s
2021-04-29,-3000,Karetní transakce,"","Nákup: FACEBK *B2YXJ43WJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 28.4.2021, částka  3000.00 CZK",,8267,,"Nákup: FACEBK *B2YXJ43WJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 28.4.2021, částka  3000.00 CZK",pirati_stan,"Nakup: FACEBK *B2YXJ43WJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 28.4.2021, castka 3000.00 CZK Nakup: FACEBK *B2YXJ43WJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 28.4.2021, castka 3000.00 CZK",f
2021-04-27,-30000,Bezhotovostní platba,"","pp#15780 FO 1014/2021, cen:vs, vyroba-animovaneho-videa, fantastz-sro",,2,42021,"pp#15780 FO 1014/2021, cen:vs, vyroba-animovaneho-videa, fantastz-sro",pirati_stan,"pp#15780 FO 1014/2021, cen:vs, vyroba-animovaneho-videa, fantastz-sro pp#15780 FO 1014/2021, cen:vs, vyroba-animovaneho-videa, fantastz-sro",d
2021-04-27,-500,Bezhotovostní platba,"","pp#15768 FO 1003/2021, pha:p, spravni-poplatek-p10-zabor-pro-kampan, michal-hrib",,1110604490,42021,"pp#15768 FO 1003/2021, pha:p, spravni-poplatek-p10-zabor-pro-kampan, michal-hrib",pirati_stan,"pp#15768 FO 1003/2021, pha:p, spravni-poplatek-p10-zabor-pro-kampan, michal-hrib pp#15768 FO 1003/2021, pha:p, spravni-poplatek-p10-zabor-pro-kampan, michal-hrib",d
2021-04-27,-8000,Bezhotovostní platba,"","pp#15766 FO 1001/2021, pha:p, fotografie-olgy-richterove-a-jana-laciny-pro-prezentacni-ucely, michael-kratochvil",,15,42021,"pp#15766 FO 1001/2021, pha:p, fotografie-olgy-richterove-a-jana-laciny-pro-prezentacni-ucely, michael-kratochvil",pirati_stan,"pp#15766 FO 1001/2021, pha:p, fotografie-olgy-richterove-a-jana-laciny-pro-prezentacni-ucely, michael-kratochvil pp#15766 FO 1001/2021, pha:p, fotografie-olgy-richterove-a-jana-laciny-pro-prezentacni-ucely, michael-kratochvil",d
2021-04-27,-800,Bezhotovostní platba,"","pp#15772 FO 1007/2021, cen:vs, zakazka-csu, cesky-statisticky-urad-org-sl-statu",,27321,42021,"pp#15772 FO 1007/2021, cen:vs, zakazka-csu, cesky-statisticky-urad-org-sl-statu",pirati_stan,"pp#15772 FO 1007/2021, cen:vs, zakazka-csu, cesky-statisticky-urad-org-sl-statu pp#15772 FO 1007/2021, cen:vs, zakazka-csu, cesky-statisticky-urad-org-sl-statu",d
2021-04-27,-8000,Bezhotovostní platba,"","pp#15770 FO 1005/2021, plk:p, fotografovani-a-postprodukce-fotografii, mgr-michal-poustka",,202113,42021,"pp#15770 FO 1005/2021, plk:p, fotografovani-a-postprodukce-fotografii, mgr-michal-poustka",pirati_stan,"pp#15770 FO 1005/2021, plk:p, fotografovani-a-postprodukce-fotografii, mgr-michal-poustka pp#15770 FO 1005/2021, plk:p, fotografovani-a-postprodukce-fotografii, mgr-michal-poustka",d
2021-04-27,-4400,Bezhotovostní platba,"","pp#15728 FO 964/2021, jhm:p, kadernice-na-foceni-kandidatu, huy-tran",,2021001,42021,"pp#15728 FO 964/2021, jhm:p, kadernice-na-foceni-kandidatu, huy-tran",pirati_stan,"pp#15728 FO 964/2021, jhm:p, kadernice-na-foceni-kandidatu, huy-tran pp#15728 FO 964/2021, jhm:p, kadernice-na-foceni-kandidatu, huy-tran",d
2021-04-24,-4217.22,Karetní transakce,"","Nákup: FACEBK *M8BUZ5KSG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.4.2021, částka  4217.22 CZK",,6835,,"Nákup: FACEBK *M8BUZ5KSG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.4.2021, částka  4217.22 CZK",pirati_stan,"Nakup: FACEBK *M8BUZ5KSG2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.4.2021, castka 4217.22 CZK Nakup: FACEBK *M8BUZ5KSG2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.4.2021, castka 4217.22 CZK",f
2021-04-23,-500,Okamžitá odchozí platba,"","pp#15757 FO 992/2021, pak:p, paletova-lavicka-policka, meu-policka-stavebni-urad",558,9606002013,42021,"pp#15757 FO 992/2021, pak:p, paletova-lavicka-policka, meu-policka-stavebni-urad",pirati_stan,"pp#15757 FO 992/2021, pak:p, paletova-lavicka-policka, meu-policka-stavebni-urad pp#15757 FO 992/2021, pak:p, paletova-lavicka-policka, meu-policka-stavebni-urad",d
2021-04-22,-5986,Karetní transakce,"","Nákup: IKEA Praha Zlicin,  IKEA Praha Zlicin, Praha 5, 15500, CZE, dne 21.4.2021, částka  5986.00 CZK",,8267,,"Nákup: IKEA Praha Zlicin,  IKEA Praha Zlicin, Praha 5, 15500, CZE, dne 21.4.2021, částka  5986.00 CZK",pirati_stan,"Nakup: IKEA Praha Zlicin, IKEA Praha Zlicin, Praha 5, 15500, CZE, dne 21.4.2021, castka 5986.00 CZK Nakup: IKEA Praha Zlicin, IKEA Praha Zlicin, Praha 5, 15500, CZE, dne 21.4.2021, castka 5986.00 CZK",d
2021-04-21,-7000,Bezhotovostní platba,"","pp#15744 FO 979/2021, cen:mo, proplaceni-copyrighting-202103, andreamadlova",,20210001,,"pp#15744 FO 979/2021, cen:mo, proplaceni-copyrighting-202103, andreamadlova",pirati_stan,"pp#15744 FO 979/2021, cen:mo, proplaceni-copyrighting-202103, andreamadlova pp#15744 FO 979/2021, cen:mo, proplaceni-copyrighting-202103, andreamadlova",d
2021-04-21,-4000,Bezhotovostní platba,"","pp#15740 FO 975/2021, kvk:p, foceni-kandidatu-vizazistka, romana-poplsteinova",308,2109,42021,"pp#15740 FO 975/2021, kvk:p, foceni-kandidatu-vizazistka, romana-poplsteinova",pirati_stan,"pp#15740 FO 975/2021, kvk:p, foceni-kandidatu-vizazistka, romana-poplsteinova pp#15740 FO 975/2021, kvk:p, foceni-kandidatu-vizazistka, romana-poplsteinova",d
2021-04-21,-644.72,Bezhotovostní platba,"","pp#15719 FO 955/2021, msk:p, 2021-fb-reklama-duben, jakub-dedek",,955,,"pp#15719 FO 955/2021, msk:p, 2021-fb-reklama-duben, jakub-dedek",pirati_stan,"pp#15719 FO 955/2021, msk:p, 2021-fb-reklama-duben, jakub-dedek pp#15719 FO 955/2021, msk:p, 2021-fb-reklama-duben, jakub-dedek",d
2021-04-21,-20000,Karetní transakce,"","Nákup: FACEBK *FY7N44TVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.4.2021, částka  20000.00 CZK",,8267,,"Nákup: FACEBK *FY7N44TVF2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.4.2021, částka  20000.00 CZK",pirati_stan,"Nakup: FACEBK *FY7N44TVF2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.4.2021, castka 20000.00 CZK Nakup: FACEBK *FY7N44TVF2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.4.2021, castka 20000.00 CZK",f
2021-04-20,-9,Poplatek - platební karta,"","Poplatek - dotaz na zůstatek v ATM: CSOB 2446 LYSA N.L, Lysa nad Labe, CZE, dne 19.4.2021",,6835,,"Poplatek - dotaz na zůstatek v ATM: CSOB 2446 LYSA N.L, Lysa nad Labe, CZE, dne 19.4.2021",pirati_stan,"Poplatek - dotaz na zustatek v ATM: CSOB 2446 LYSA N.L, Lysa nad Labe, CZE, dne 19.4.2021 Poplatek - dotaz na zustatek v ATM: CSOB 2446 LYSA N.L, Lysa nad Labe, CZE, dne 19.4.2021",d
2021-04-19,-1e+05,Platba převodem uvnitř banky,"","Dar Prof.MUDr.Zdeněk Malý - zaslán na chybný účet, převod na darovací účet",,,,"Dar Prof.MUDr.Zdeněk Malý - zaslán na chybný účet, převod na darovací účet",pirati_stan,"Dar Prof.MUDr.Zdenek Maly - zaslan na chybny ucet, prevod na darovaci ucet Dar Prof.MUDr.Zdenek Maly - zaslan na chybny ucet, prevod na darovaci ucet",d
2021-04-19,-7500,Okamžitá odchozí platba,"","pp#15721 FO 957/2021, jhc:p, odmena-simon-blaschko-brezen, simon-blaschko",,20210003,42021,"pp#15721 FO 957/2021, jhc:p, odmena-simon-blaschko-brezen, simon-blaschko",pirati_stan,"pp#15721 FO 957/2021, jhc:p, odmena-simon-blaschko-brezen, simon-blaschko pp#15721 FO 957/2021, jhc:p, odmena-simon-blaschko-brezen, simon-blaschko",d
2021-04-19,-9000,Karetní transakce,"","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.4.2021, částka  9000.00 CZK",,8267,,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.4.2021, částka  9000.00 CZK",pirati_stan,"Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.4.2021, castka 9000.00 CZK Nakup: GOOGLE *ADS5162857564, Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.4.2021, castka 9000.00 CZK",d
2021-04-19,-20000,Karetní transakce,"","Nákup: FACEBK *BQ3MH3PNY2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 17.4.2021, částka  20000.00 CZK",,8267,,"Nákup: FACEBK *BQ3MH3PNY2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 17.4.2021, částka  20000.00 CZK",pirati_stan,"Nakup: FACEBK *BQ3MH3PNY2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 17.4.2021, castka 20000.00 CZK Nakup: FACEBK *BQ3MH3PNY2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 17.4.2021, castka 20000.00 CZK",f
2021-04-17,-3000,Karetní transakce,"","Nákup: FACEBK *HUJQH37VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.4.2021, částka  3000.00 CZK",,8267,,"Nákup: FACEBK *HUJQH37VJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.4.2021, částka  3000.00 CZK",pirati_stan,"Nakup: FACEBK *HUJQH37VJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.4.2021, castka 3000.00 CZK Nakup: FACEBK *HUJQH37VJ2, Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.4.2021, castka 3000.00 CZK",f
2021-04-16,-15000,Bezhotovostní platba,"","pp#15718 FO 954/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova",308,20210014,,"pp#15718 FO 954/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova",pirati_stan,"pp#15718 FO 954/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova pp#15718 FO 954/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova",d
2021-04-16,-15000,Bezhotovostní platba,"","pp#15717 FO 953/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer",,202105,,"pp#15717 FO 953/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer",pirati_stan,"pp#15717 FO 953/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer pp#15717 FO 953/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer",d
