"date","amount","type","contra_account_name","message_for_recipient","ks","vs","ss","note"
"25.05.2021",-6000,"Bezhotovostní platba","","pp#16234 FO 1449/2021, pak:p, volebni-koordinatorka-stan-alice-paurova, alice-paurova",NA,2021004,42021,"pp#16234 FO 1449/2021, pak:p, volebni-koordinatorka-stan-alice-paurova, alice-paurova"
"25.05.2021",-20000,"Bezhotovostní platba","","pp#16233 FO 1448/2021, pak:p, proplaceni-volebni-manazerky-jana-rosenbergerova, jana-rosenbergerova",NA,20210058,42021,"pp#16233 FO 1448/2021, pak:p, proplaceni-volebni-manazerky-jana-rosenbergerova, jana-rosenbergerova"
"25.05.2021",-6271,"Bezhotovostní platba","","pp#16191 FO 1408/2021, cen:vs, jizdenky-praha-ostrava, ceske-drahy-as",NA,2005,42021,"pp#16191 FO 1408/2021, cen:vs, jizdenky-praha-ostrava, ceske-drahy-as"
"25.05.2021",-7500,"Bezhotovostní platba","","pp#16222 FO 1438/2021, cen:vs, nataceni-strih-zahajeni-kampane-2021, jakub-suva",NA,20210506,42021,"pp#16222 FO 1438/2021, cen:vs, nataceni-strih-zahajeni-kampane-2021, jakub-suva"
"25.05.2021",-54450,"Bezhotovostní platba","","pp#16219 FO 1435/2021, cen:vs, 4-splatka-realizace-parlamentniho-webu, michal-bohac",NA,210100027,42021,"pp#16219 FO 1435/2021, cen:vs, 4-splatka-realizace-parlamentniho-webu, michal-bohac"
"25.05.2021",-22000,"Bezhotovostní platba","","pp#15980 FO 1210/2021, cen:vs, specialista-online-marketingu-pro-kampan-duben-2021, michal-marek",NA,20210011,42021,"pp#15980 FO 1210/2021, cen:vs, specialista-online-marketingu-pro-kampan-duben-2021, michal-marek"
"24.05.2021",-483.43,"Karetní transakce","","Nákup: FACEBK *U5Z3C4PRG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.5.2021, částka  483.43 CZK",NA,6835,NA,"Nákup: FACEBK *U5Z3C4PRG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.5.2021, částka  483.43 CZK"
"24.05.2021",-1000,"Platba převodem uvnitř banky","","DAR MILENA MACHOVCOVÁ 5.5. NA CHYBNÝ ÚČET",NA,NA,NA,"DAR MILENA MACHOVCOVÁ 5.5. NA CHYBNÝ ÚČET"
"24.05.2021",15000,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15718 FO 954/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova/OPRAVA ÚČTU",NA,NA,NA,"pp#15718 FO 954/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova/OPRAVA ÚČTU"
"24.05.2021",15000,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15717 FO 953/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer/OPRAVA ÚČTU",NA,NA,NA,"pp#15717 FO 953/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer/OPRAVA ÚČTU"
"24.05.2021",5000,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15705 FO 941/2021, cen:vs, podpurna-cinnost-souvisejici-s-tvorbou-celostatnich-politik-piratu-brezen-2021, daniel-galuszka/OPRAVA ÚČTU",NA,NA,NA,"pp#15705 FO 941/2021, cen:vs, podpurna-cinnost-souvisejici-s-tvorbou-celostatnich-politik-piratu-brezen-2021, daniel-galuszka/OPRAVA ÚČTU"
"24.05.2021",27500,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15545 FO 789/2021, cen:vs, najemne-volebni-stab-duben-2021, balliswyl-ii-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15545 FO 789/2021, cen:vs, najemne-volebni-stab-duben-2021, balliswyl-ii-as/OPRAVA ÚČTU"
"24.05.2021",12100,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15544 FO 788/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-duben-2021, balliswyl-ii-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15544 FO 788/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-duben-2021, balliswyl-ii-as/OPRAVA ÚČTU"
"24.05.2021",1000,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15434 FO 688/2021, cen:mo, administrativni-vypomoc-mo-brezen, jitka-pastykova/OPRAVA ÚČTU",NA,NA,NA,"pp#15434 FO 688/2021, cen:mo, administrativni-vypomoc-mo-brezen, jitka-pastykova/OPRAVA ÚČTU"
"24.05.2021",1000,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15111 FO 388/2021, cen:mo, administrativni-vypomoc-mo-leden, jitka-pastykova/OPRAVA ÚČTU",NA,NA,NA,"pp#15111 FO 388/2021, cen:mo, administrativni-vypomoc-mo-leden, jitka-pastykova/OPRAVA ÚČTU"
"24.05.2021",15000,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15404 FO 659/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer/OPRAVA ÚČTU",NA,NA,NA,"pp#15404 FO 659/2021, cen:vv, koordinace-projektu-senior-holzer, jakub-holzer/OPRAVA ÚČTU"
"24.05.2021",15000,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15310 FO 580/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova/OPRAVA ÚČTU",NA,NA,NA,"pp#15310 FO 580/2021, cen:vv, koordinace-projektu-senior-chudova, nela-chudova/OPRAVA ÚČTU"
"24.05.2021",2121.86,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15119 FO 396/2021, cen:vs, nabytek-office-depot-pro-volebni-stab, office-depot-sro/OPRAVA ÚČTU",NA,NA,NA,"pp#15119 FO 396/2021, cen:vs, nabytek-office-depot-pro-volebni-stab, office-depot-sro/OPRAVA ÚČTU"
"24.05.2021",21201,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15118 FO 395/2021, cen:vs, nabytek-ikea-pro-volebni-stab, ikea-ceska-republika-sro/OPRAVA ÚČTU",NA,NA,NA,"pp#15118 FO 395/2021, cen:vs, nabytek-ikea-pro-volebni-stab, ikea-ceska-republika-sro/OPRAVA ÚČTU"
"24.05.2021",2796,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15338 FO 608/2021, cen:vs, kancelarske-vybaveni, alzacz-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15338 FO 608/2021, cen:vs, kancelarske-vybaveni, alzacz-as/OPRAVA ÚČTU"
"24.05.2021",540,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15330 FO 600/2021, pha:p, klice-od-kancelare, oskar-rejchrt/OPRAVA ÚČTU",NA,NA,NA,"pp#15330 FO 600/2021, pha:p, klice-od-kancelare, oskar-rejchrt/OPRAVA ÚČTU"
"24.05.2021",12100,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15277 FO 548/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-brezen-2021, balliswyl-ii-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15277 FO 548/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-brezen-2021, balliswyl-ii-as/OPRAVA ÚČTU"
"24.05.2021",27500,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15275 FO 547/2021, cen:vs, najemne-volebni-stab-brezen-2021, balliswyl-ii-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15275 FO 547/2021, cen:vs, najemne-volebni-stab-brezen-2021, balliswyl-ii-as/OPRAVA ÚČTU"
"24.05.2021",2000,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15199 FO 474/2021, ulk:p, prednaska-anarchismus-sc-1880-1952, martin-hodek/OPRAVA ÚČTU",NA,NA,NA,"pp#15199 FO 474/2021, ulk:p, prednaska-anarchismus-sc-1880-1952, martin-hodek/OPRAVA ÚČTU"
"24.05.2021",1000,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15112 FO 389/2021, cen:mo, administrativni-vypomoc-mo-unor, jitka-pastykova/OPRAVA ÚČTU",NA,NA,NA,"pp#15112 FO 389/2021, cen:mo, administrativni-vypomoc-mo-unor, jitka-pastykova/OPRAVA ÚČTU"
"24.05.2021",2650,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15125 FO 402/2021, cen:vs, dodavka-kopirovaciho-stroje, ph-tonery-sro/OPRAVA ÚČTU",NA,NA,NA,"pp#15125 FO 402/2021, cen:vs, dodavka-kopirovaciho-stroje, ph-tonery-sro/OPRAVA ÚČTU"
"24.05.2021",12100,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15072 FO 349/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-unor-2021, balliswyl-ii-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15072 FO 349/2021, cen:vs, zaloha-sluzby-k-najemnemu-volebni-stab-unor-2021, balliswyl-ii-as/OPRAVA ÚČTU"
"24.05.2021",10000,"Platba převodem uvnitř banky","Česká pirátská strana","pp#15071 FO 348/2021, cen:vs, najemne-volebni-stab-unor-2021, balliswyl-ii-as/OPRAVA ÚČTU",NA,NA,NA,"pp#15071 FO 348/2021, cen:vs, najemne-volebni-stab-unor-2021, balliswyl-ii-as/OPRAVA ÚČTU"
"24.05.2021",-40000,"Platba převodem uvnitř banky","","pp#15252 FO 524/2021, ulk:p, proplaceni-medialni-manazer-pro-usk-202102, vratislavfilipek/OPRAVA ÚČTU",NA,NA,NA,"pp#15252 FO 524/2021, ulk:p, proplaceni-medialni-manazer-pro-usk-202102, vratislavfilipek/OPRAVA ÚČTU"
"24.05.2021",-40000,"Platba převodem uvnitř banky","","pp#15649 FO 900/2021, ulk:p, proplaceni-medialni-manazer-pro-usk-202103, vratislavfilipek/OPRAVA ÚČTU",NA,NA,NA,"pp#15649 FO 900/2021, ulk:p, proplaceni-medialni-manazer-pro-usk-202103, vratislavfilipek/OPRAVA ÚČTU"
"24.05.2021",-40000,"Platba převodem uvnitř banky","","pp#15882 FO 1245/2021, ulk:p, proplaceni-medialni-manazer-pro-usk-202104, vratislavfilipek/OPRAVA ÚČTU",NA,NA,NA,"pp#15882 FO 1245/2021, ulk:p, proplaceni-medialni-manazer-pro-usk-202104, vratislavfilipek/OPRAVA ÚČTU"
"24.05.2021",-2250,"Platba převodem uvnitř banky","","pp#15773 FO 1008/2021, stc:p, prispevky-na-web-a-socialni-site-editorske-a-korektorske-prace, sona-brunnerova/OPRAVA ÚČTU",NA,NA,NA,"pp#15773 FO 1008/2021, stc:p, prispevky-na-web-a-socialni-site-editorske-a-korektorske-prace, sona-brunnerova/OPRAVA ÚČTU"
"24.05.2021",-3000,"Karetní transakce","","Nákup: FACEBK *9D7KB4XUJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.5.2021, částka  3000.00 CZK",NA,8267,NA,"Nákup: FACEBK *9D7KB4XUJ2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.5.2021, částka  3000.00 CZK"
"24.05.2021",-139.3,"Karetní transakce","","Nákup: FACEBK *87PYB4BLX2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.5.2021, částka  139.30 CZK",NA,6835,NA,"Nákup: FACEBK *87PYB4BLX2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.5.2021, částka  139.30 CZK"
"24.05.2021",-47142,"Bezhotovostní platba","","pp#16224 FO 1440/2021, cen:vs, bilboard-olomouc-92021, famedia-group-sro",308,21005,42021,"pp#16224 FO 1440/2021, cen:vs, bilboard-olomouc-92021, famedia-group-sro"
"24.05.2021",-1646.82,"Bezhotovostní platba","","pp#16223 FO 1439/2021, cen:mo, zakoupeni-hry-pro-stream-pronajem-stativu-a-green-screen, jakub-suva",NA,20210508,42021,"pp#16223 FO 1439/2021, cen:mo, zakoupeni-hry-pro-stream-pronajem-stativu-a-green-screen, jakub-suva"
"24.05.2021",-5000,"Bezhotovostní platba","","pp#16205 FO 1422/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202104, ondrejtuma",NA,20210010,NA,"pp#16205 FO 1422/2021, cen:mo, proplaceni-sprava-twitteroveho-uctu-202104, ondrejtuma"
"24.05.2021",-5000,"Karetní transakce","","Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 22.5.2021, částka  5000.00 CZK",NA,8267,NA,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 22.5.2021, částka  5000.00 CZK"
"24.05.2021",-24200,"Bezhotovostní platba","","pp#16212 FO 1429/2021, cen:vs, projektove-rizeni-pripravy-koalicniho-webu, matej-hejtmanek",NA,2021005,42021,"pp#16212 FO 1429/2021, cen:vs, projektove-rizeni-pripravy-koalicniho-webu, matej-hejtmanek"
"24.05.2021",-1694,"Bezhotovostní platba","","pp#16210 FO 1427/2021, cen:vs, konsolidace-programoveho-webu, lucie-vadkerti",NA,22021,42021,"pp#16210 FO 1427/2021, cen:vs, konsolidace-programoveho-webu, lucie-vadkerti"
"24.05.2021",-597,"Bezhotovostní platba","","pp#16208 FO 1425/2021, pha:p, cestovne, jiri-belsan",NA,20210013,42021,"pp#16208 FO 1425/2021, pha:p, cestovne, jiri-belsan"
"24.05.2021",-5000,"Karetní transakce","","Nákup: FACEBK *7JX8D5BSG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.5.2021, částka  5000.00 CZK",NA,6835,NA,"Nákup: FACEBK *7JX8D5BSG2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.5.2021, částka  5000.00 CZK"
"21.05.2021",-9,"Poplatek - platební karta","","Poplatek - dotaz na zůstatek v ATM: Ceska sporitelna, a.s., Praha, CZE, dne 20.5.2021",NA,2020,NA,"Poplatek - dotaz na zůstatek v ATM: Ceska sporitelna, a.s., Praha, CZE, dne 20.5.2021"
"21.05.2021",-11000,"Bezhotovostní platba","","pp#16199 FO 1416/2021, cen:vs, administrativni-a-odborne-sluzby, mgr-petr-lupac-phd",NA,202105,42021,"pp#16199 FO 1416/2021, cen:vs, administrativni-a-odborne-sluzby, mgr-petr-lupac-phd"
"21.05.2021",-1482.82,"Bezhotovostní platba","","pp#16197 FO 1414/2021, jhm:p, catering-pro-novinare, nikola-vlckova",NA,120,42021,"pp#16197 FO 1414/2021, jhm:p, catering-pro-novinare, nikola-vlckova"
"21.05.2021",-23400,"Bezhotovostní platba","","pp#16196 FO 1413/2021, cen:vs, editace-priprava-a-korektury-textu, ondrej-mika",NA,52021,42021,"pp#16196 FO 1413/2021, cen:vs, editace-priprava-a-korektury-textu, ondrej-mika"
"20.05.2021",-121000,"Bezhotovostní platba","","pp#16202 FO 1419/2021, cen:vs, celopolep-tramvaje-realizace-sluzeb-spojenych-s-provozovani-reklamy, railreklam-spol-s-ro",NA,2100041,42021,"pp#16202 FO 1419/2021, cen:vs, celopolep-tramvaje-realizace-sluzeb-spojenych-s-provozovani-reklamy, railreklam-spol-s-ro"
"20.05.2021",-242000,"Bezhotovostní platba","","pp#16201 FO 1418/2021, cen:vs, celopolep-tramvaje-realizace-a-provozovani-reklamy, railreklam-spol-s-ro",NA,2100040,42021,"pp#16201 FO 1418/2021, cen:vs, celopolep-tramvaje-realizace-a-provozovani-reklamy, railreklam-spol-s-ro"
"20.05.2021",-121000,"Bezhotovostní platba","","pp#16200 FO 1417/2021, cen:vs, celopolep-tramvaje-vyroba-materialu, railreklam-spol-s-ro",NA,2100039,42021,"pp#16200 FO 1417/2021, cen:vs, celopolep-tramvaje-vyroba-materialu, railreklam-spol-s-ro"
"20.05.2021",-5000,"Karetní transakce","","Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 19.5.2021, částka  5000.00 CZK",NA,8267,NA,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 19.5.2021, částka  5000.00 CZK"
"20.05.2021",-35000,"Platba převodem uvnitř banky","","pp#16186 FO 1403/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202104, luboskudlacek",NA,202114,NA,"pp#16186 FO 1403/2021, jhc:p, proplaceni-vedouci-krajskeho-medialniho-tymu-202104, luboskudlacek"
"20.05.2021",-39.9,"Bezhotovostní platba","","pp#16185 FO 1402/2021, cen:vs, zahajeni-kampane-fixy, versaco-sro",NA,1905,42021,"pp#16185 FO 1402/2021, cen:vs, zahajeni-kampane-fixy, versaco-sro"
"20.05.2021",-525,"Bezhotovostní platba","","pp#16184 FO 1401/2021, cen:vs, zahajeni-kampane-ostatni, nakup-na-zahajeni",NA,1905,42021,"pp#16184 FO 1401/2021, cen:vs, zahajeni-kampane-ostatni, nakup-na-zahajeni"
"20.05.2021",-1534,"Bezhotovostní platba","","pp#16183 FO 1400/2021, cen:vs, zahajeni-kampane-obcerstveni, sporkovsky-pivovar-sro",NA,519,42021,"pp#16183 FO 1400/2021, cen:vs, zahajeni-kampane-obcerstveni, sporkovsky-pivovar-sro"
"20.05.2021",-534,"Bezhotovostní platba","","pp#16181 FO 1398/2021, cen:vs, zahajeni-kampane-folie-a-kelimky, nakup-na-zahajeni",NA,1905,42021,"pp#16181 FO 1398/2021, cen:vs, zahajeni-kampane-folie-a-kelimky, nakup-na-zahajeni"
"20.05.2021",-2360,"Bezhotovostní platba","","pp#16180 FO 1397/2021, cen:vs, zahajeni-kampane-sezeni-pasky, nakup-na-zahajeni",NA,1905,42021,"pp#16180 FO 1397/2021, cen:vs, zahajeni-kampane-sezeni-pasky, nakup-na-zahajeni"
"20.05.2021",-2908.1,"Bezhotovostní platba","","pp#16179 FO 1396/2021, cen:vs, zahajeni-kampane-dodavka-parkovne-benzin, nakup-na-zahajeni",NA,1905,42021,"pp#16179 FO 1396/2021, cen:vs, zahajeni-kampane-dodavka-parkovne-benzin, nakup-na-zahajeni"
"20.05.2021",-2990,"Bezhotovostní platba","","pp#16178 FO 1395/2021, cen:vs, kavovy-catering-zahajeni, pavel-muzikar",NA,2021132,42021,"pp#16178 FO 1395/2021, cen:vs, kavovy-catering-zahajeni, pavel-muzikar"
"20.05.2021",-20000,"Bezhotovostní platba","","pp#16177 FO 1394/2021, msk:p, proplaceni-vedouci-mo-msk-202104, zuzanaklusova",NA,202112,NA,"pp#16177 FO 1394/2021, msk:p, proplaceni-vedouci-mo-msk-202104, zuzanaklusova"
"20.05.2021",-17500,"Bezhotovostní platba","","pp#16176 FO 1393/2021, cen:vs, vizazisticke-sluzby, aneta-sarounova",NA,2021004,42021,"pp#16176 FO 1393/2021, cen:vs, vizazisticke-sluzby, aneta-sarounova"
"20.05.2021",-3600,"Bezhotovostní platba","","pp#16175 FO 1392/2021, cen:vs, zpracovani-brozury-program-pas, jarmila-palata",NA,102021,42021,"pp#16175 FO 1392/2021, cen:vs, zpracovani-brozury-program-pas, jarmila-palata"
"20.05.2021",-20000,"Bezhotovostní platba","","pp#16174 FO 1391/2021, olk:p, foceni-portretovych-fotografii, ondrej-nemec",308,2118052021,42021,"pp#16174 FO 1391/2021, olk:p, foceni-portretovych-fotografii, ondrej-nemec"
"20.05.2021",-5000,"Bezhotovostní platba","","pp#16094 FO 1317/2021, khk:p, graficke-prace-pro-ks-khk-42021, michal-cepelka",NA,122021,NA,"pp#16094 FO 1317/2021, khk:p, graficke-prace-pro-ks-khk-42021, michal-cepelka"
"19.05.2021",-1284.32,"Okamžitá odchozí platba","","pp#16169 FO 1386/2021, msk:p, 2021-medialni-tym-msk-facebook-reklama-duben03, jakub-dedek",NA,84559514,NA,"pp#16169 FO 1386/2021, msk:p, 2021-medialni-tym-msk-facebook-reklama-duben03, jakub-dedek"
"18.05.2021",-6050,"Bezhotovostní platba","","pp#16168 FO 1385/2021, jhc:p, foto-liceni, trima-cb-sro",308,20210009,42021,"pp#16168 FO 1385/2021, jhc:p, foto-liceni, trima-cb-sro"
"18.05.2021",-102,"Platba převodem uvnitř banky","","pp#16166 FO 1383/2021, jhc:p, archy-placky, zuzana-kudlackova",NA,1383,42021,"pp#16166 FO 1383/2021, jhc:p, archy-placky, zuzana-kudlackova"
"18.05.2021",-7000,"Bezhotovostní platba","","pp#16159 FO 1376/2021, cen:mo, proplaceni-copyrighting-202104, andreamadlova",NA,20210002,NA,"pp#16159 FO 1376/2021, cen:mo, proplaceni-copyrighting-202104, andreamadlova"
"18.05.2021",-3063,"Bezhotovostní platba","","pp#16083 FO 1307/2021, khk:p, polotovary, reklamnitechnologiecz-sro",NA,20212739,42021,"pp#16083 FO 1307/2021, khk:p, polotovary, reklamnitechnologiecz-sro"
"18.05.2021",-5000,"Karetní transakce","","Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 17.5.2021, částka  5000.00 CZK",NA,8267,NA,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 17.5.2021, částka  5000.00 CZK"
"18.05.2021",-5000,"Karetní transakce","","Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 17.5.2021, částka  5000.00 CZK",NA,8267,NA,"Nákup: SEZNAM.CZ,  ul.Radlicka 3294/10, Praha 5 - Smi, 150 00, CZE, dne 17.5.2021, částka  5000.00 CZK"
"18.05.2021",-15000,"Karetní transakce","","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.5.2021, částka  15000.00 CZK",NA,8267,NA,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.5.2021, částka  15000.00 CZK"
"17.05.2021",-12000,"Platba převodem uvnitř banky","","pp#16164 FO 1381/2021, cen:ft, pr-hejtmana-olomouckeho-kraje-duben-2021, lukas-bloksa",NA,20210005,333,"pp#16164 FO 1381/2021, cen:ft, pr-hejtmana-olomouckeho-kraje-duben-2021, lukas-bloksa"
"17.05.2021",12000,"Platba převodem uvnitř banky","STAROSTOVÉ A NEZÁVISLÍ","STAN - převod prostředků na volební účet",NA,NA,NA,"STAN - převod prostředků na volební účet"
"17.05.2021",-9147.6,"Platba převodem uvnitř banky","","pp#16161 FO 1378/2021, pha:p, beach-vlajka-pirati-a-starostove, vlajkyeu-sro",NA,64662021,42021,"pp#16161 FO 1378/2021, pha:p, beach-vlajka-pirati-a-starostove, vlajkyeu-sro"
"17.05.2021",-15000,"Karetní transakce","","Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.5.2021, částka  15000.00 CZK",NA,8267,NA,"Nákup: GOOGLE *ADS5162857564,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 15.5.2021, částka  15000.00 CZK"
"17.05.2021",-4500,"Bezhotovostní platba","","pp#16144 FO 1365/2021, jhm:p, foceni-jmk-politiku, michal-zeman",NA,2021021,NA,"pp#16144 FO 1365/2021, jhm:p, foceni-jmk-politiku, michal-zeman"
"17.05.2021",-4550,"Bezhotovostní platba","","pp#16137 FO 1358/2021, cen:mo, ppc-duben, dean-brabec",NA,20210017,NA,"pp#16137 FO 1358/2021, cen:mo, ppc-duben, dean-brabec"
"17.05.2021",-5500,"Platba převodem uvnitř banky","","pp#16127 FO 1348/2021, zlk:p, fotakandidati, foto-kino-zlin-sro",308,12110048,42021,"pp#16127 FO 1348/2021, zlk:p, fotakandidati, foto-kino-zlin-sro"
"17.05.2021",-3858.9,"Platba převodem uvnitř banky","","pp#16119 FO 1341/2021, pak:p, respiratory-pro-kont-kampan, 1-piratska-sro",NA,20210015,42021,"pp#16119 FO 1341/2021, pak:p, respiratory-pro-kont-kampan, 1-piratska-sro"
"17.05.2021",-4000,"Bezhotovostní platba","","pp#16103 FO 1326/2021, cen:mo, nataceni-strih-olga-a-lydie-respekt-k-porodum, jakub-suva",NA,20210503,NA,"pp#16103 FO 1326/2021, cen:mo, nataceni-strih-olga-a-lydie-respekt-k-porodum, jakub-suva"
"17.05.2021",-1000,"Bezhotovostní platba","","pp#16102 FO 1325/2021, cen:mo, pronajem-prostor-pro-foceni-humans-of-pirati-a-stan, re-load-sro",308,2021000001,71339698,"pp#16102 FO 1325/2021, cen:mo, pronajem-prostor-pro-foceni-humans-of-pirati-a-stan, re-load-sro"
"17.05.2021",-15730,"Bezhotovostní platba","","pp#16047 FO 1271/2021, msk:p, 2021-foceni-1-kolo, arcgroup-sro",NA,2101119,42021,"pp#16047 FO 1271/2021, msk:p, 2021-foceni-1-kolo, arcgroup-sro"
"14.05.2021",-6630.8,"Okamžitá odchozí platba","","pp#16133 FO 1354/2021, cen:vs, destniky-na-zahajeni, promorain-sro",8,210200021,42021,"pp#16133 FO 1354/2021, cen:vs, destniky-na-zahajeni, promorain-sro"
"14.05.2021",-392.6,"Karetní transakce","","Nákup: FACEBK *ZGAH54FXE2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 14.5.2021, částka  392.60 CZK",NA,6835,NA,"Nákup: FACEBK *ZGAH54FXE2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 14.5.2021, částka  392.60 CZK"
"14.05.2021",-405,"Bezhotovostní platba","","pp#16117 FO 1339/2021, pha:p, cestovne-zasobovani-kampane, michal-hrib",NA,202109,42021,"pp#16117 FO 1339/2021, pha:p, cestovne-zasobovani-kampane, michal-hrib"
"14.05.2021",-2420,"Bezhotovostní platba","","pp#16116 FO 1338/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-olomoucky, age-reklamni-agentura-sro",308,20026,42021,"pp#16116 FO 1338/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-olomoucky, age-reklamni-agentura-sro"
"14.05.2021",-4840,"Bezhotovostní platba","","pp#16115 FO 1337/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-pardubicky, age-reklamni-agentura-sro",308,20024,42021,"pp#16115 FO 1337/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-pardubicky, age-reklamni-agentura-sro"
"14.05.2021",-11809.6,"Bezhotovostní platba","","pp#16114 FO 1336/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-vysocina, age-reklamni-agentura-sro",308,20022,42021,"pp#16114 FO 1336/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-vysocina, age-reklamni-agentura-sro"
"14.05.2021",-6897,"Bezhotovostní platba","","pp#16113 FO 1335/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-karlovarsky, age-reklamni-agentura-sro",308,20023,42021,"pp#16113 FO 1335/2021, cen:vs, pronajem-reklamnich-ploch-mhd-kraj-karlovarsky, age-reklamni-agentura-sro"
"14.05.2021",-1700,"Okamžitá odchozí platba","","pp#16118 FO 1340/2021, pha:p, pojizdne-tasky, oskar-rejchrt",NA,13402021,42021,"pp#16118 FO 1340/2021, pha:p, pojizdne-tasky, oskar-rejchrt"
"13.05.2021",-15000,"Bezhotovostní platba","","pp#16111 FO 1333/2021, jhc:p, simon-blaschko-duben, simon-blaschko",NA,20210005,42021,"pp#16111 FO 1333/2021, jhc:p, simon-blaschko-duben, simon-blaschko"
"13.05.2021",-35000,"Bezhotovostní platba","","pp#16095 FO 1318/2021, msk:p, proplaceni-medialni-koordinator-202104, janaozanova",NA,202104,NA,"pp#16095 FO 1318/2021, msk:p, proplaceni-medialni-koordinator-202104, janaozanova"
