<<<<<<< HEAD
date,amount,type,contra_account_name,message_for_recipient,ks,vs,ss,note
"21.07.2021",-463,"Bezhotovostní platba","","MgA. Daniel Šenkeřík, samolepka SPD",308,552021,1400,"MgA. Daniel Šenkeřík, samolepka SPD"
"21.07.2021",-707.5,"Bezhotovostní platba","","Patrik Magyarics, pohonné hmoty",308,102,1400,"Patrik Magyarics, pohonné hmoty"
"21.07.2021",150000,"Platba převodem uvnitř banky","Svoboda a přímá demokracie (SPD)","Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021",NA,NA,NA,"Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021"
"20.07.2021",-3304.62,"Karetní transakce","","Nákup: FACEBK *LBM5V7X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, částka  3304.62 CZK",NA,3344,NA,"Nákup: FACEBK *LBM5V7X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 20.7.2021, částka  3304.62 CZK"
"20.07.2021",-20000,"Karetní transakce","","Nákup: FACEBK *999TE6PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.7.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *999TE6PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.7.2021, částka  20000.00 CZK"
"17.07.2021",-15000,"Karetní transakce","","Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 16.7.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 16.7.2021, částka  15000.00 CZK"
"17.07.2021",-865.87,"Karetní transakce","","Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.7.2021, částka  39.00 USD",NA,3344,NA,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.7.2021, částka  39.00 USD"
"17.07.2021",-20000,"Karetní transakce","","Nákup: FACEBK *VC3EC4FZ62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.7.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *VC3EC4FZ62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 16.7.2021, částka  20000.00 CZK"
"16.07.2021",-20000,"Karetní transakce","","Nákup: FACEBK *HCCVA8FAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 15.7.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *HCCVA8FAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 15.7.2021, částka  20000.00 CZK"
"15.07.2021",-3869,"Bezhotovostní platba","","Marie Pošarová, polepy na auta",308,113314427,1000,"Marie Pošarová, polepy na auta"
"15.07.2021",-2055,"Bezhotovostní platba","","Marie Pošarová, banner",308,113314367,1000,"Marie Pošarová, banner"
"15.07.2021",-2541,"Platba převodem uvnitř banky","","Tisk Sarpet s.r.o., magnety na auto",308,113314311,1400,"Tisk Sarpet s.r.o., magnety na auto"
"15.07.2021",-910,"Bezhotovostní platba","","Marie Pošarová, výlepy plakátů",308,172021,1000,"Marie Pošarová, výlepy plakátů"
"15.07.2021",-3540,"Bezhotovostní platba","","Marie Pošarová, lepidla k výlepu",308,119412,1000,"Marie Pošarová, lepidla k výlepu"
"15.07.2021",-1001,"Bezhotovostní platba","","Radovan Vích, pohonné hmoty",308,2021001281,600,"Radovan Vích, pohonné hmoty"
"15.07.2021",-121000,"Bezhotovostní platba","","Green Marketing s.r.o., vystoupení",308,2021034,100,"Green Marketing s.r.o., vystoupení"
"15.07.2021",-118,"Bezhotovostní platba","","Alena Kadlčková, občerstvení kampaň",308,2107121062,100,"Alena Kadlčková, občerstvení kampaň"
"15.07.2021",-11616,"Bezhotovostní platba","","Lusija s.r.o., bannery",308,2107000106,500,"Lusija s.r.o., bannery"
"15.07.2021",200000,"Platba převodem uvnitř banky","Svoboda a přímá demokracie (SPD)","Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021",NA,NA,NA,"Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021"
"12.07.2021",46,"Bezhotovostní příjem","STODULKOVA ANNA","",NA,43052,NA,"STODULKOVA ANNA"
"10.07.2021",-20000,"Karetní transakce","","Nákup: FACEBK *97WU58FAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.7.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *97WU58FAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.7.2021, částka  20000.00 CZK"
"09.07.2021",-121,"Bezhotovostní platba","","Město Konice, vývěsní skříňka",308,1005000119,800,"Město Konice, vývěsní skříňka"
"09.07.2021",-10000,"Bezhotovostní platba","","Libor Bláha, pohonné hmoty",308,2418121040,300,"Libor Bláha, pohonné hmoty"
"09.07.2021",-2413.95,"Bezhotovostní platba","","VLTAVA LABE MEDIA a.s., PR článek",308,2117013959,200,"VLTAVA LABE MEDIA a.s., PR článek"
"09.07.2021",-2191.75,"Bezhotovostní platba","","Radovan Vích, reklama FB",308,6230918677,600,"Radovan Vích, reklama FB"
"09.07.2021",-4000,"Bezhotovostní platba","","Milan Holenda, fotografování",308,521,600,"Milan Holenda, fotografování"
"09.07.2021",-68970,"Platba převodem uvnitř banky","","Dachmedia s.r.o., pronájem ploch",308,210800001,1400,"Dachmedia s.r.o., pronájem ploch"
"09.07.2021",-695750,"Bezhotovostní platba","","MD Vision s.r.o., mediální kampaň",308,21217038,100,"MD Vision s.r.o., mediální kampaň"
"09.07.2021",-278296,"Bezhotovostní platba","","MD Vision s.r.o., reklamní kampaň",308,21217039,100,"MD Vision s.r.o., reklamní kampaň"
"09.07.2021",-115797,"Bezhotovostní platba","","MD Vision s.r.o.,silikonové náramky",308,21217041,100,"MD Vision s.r.o.,silikonové náramky"
"09.07.2021",-95350,"Bezhotovostní platba","","Bohemia Properties, a.s., pronájem",308,900013518,100,"Bohemia Properties, a.s., pronájem"
"09.07.2021",1200000,"Platba převodem uvnitř banky","Svoboda a přímá demokracie (SPD)","Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021",NA,NA,NA,"Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021"
"01.07.2021",-40000,"Bezhotovostní platba","","Jan Holík, zapůjčení vozidla",308,2021032,1400,"Jan Holík, zapůjčení vozidla"
"01.07.2021",-2541,"Platba převodem uvnitř banky","","Tisk Sarpet s.r.o., magnety na auta",308,113314311,1400,"Tisk Sarpet s.r.o., magnety na auta"
"01.07.2021",-2557,"Bezhotovostní platba","","Věra Mařková, bannery",308,113314378,400,"Věra Mařková, bannery"
"01.07.2021",-1911,"Bezhotovostní platba","","Věra Maříková, polepy na auta",308,113314358,400,"Věra Maříková, polepy na auta"
"01.07.2021",-3600,"Platba převodem uvnitř banky","","Jarmila Chovancová, plakát. plocha",308,202101,800,"Jarmila Chovancová, plakát. plocha"
"01.07.2021",-30000,"Bezhotovostní platba","","ing. Pavel Minařík, rekl. kampaň",308,202100189,1400,"ing. Pavel Minařík, rekl. kampaň"
"01.07.2021",-4050,"Bezhotovostní platba","","Redring s.r.o., výlep plakátů",308,21040,800,"Redring s.r.o., výlep plakátů"
"01.07.2021",-1200,"Bezhotovostní platba","","ROLAN MAK CZ s.r.o., vývěsné tabule",308,2021018,800,"ROLAN MAK CZ s.r.o., vývěsné tabule"
"01.07.2021",-3146000,"Bezhotovostní platba","","Green Marketing s.r.o., jarmark SPD",308,2021024,100,"Green Marketing s.r.o., jarmark SPD"
"01.07.2021",-269225,"Bezhotovostní platba","","Green Marketing s.r.o., konference",308,2021025,100,"Green Marketing s.r.o., konference"
"01.07.2021",-785804.25,"Bezhotovostní platba","","Green Marketing s.r.o.,akce ""SPĎák""",308,2021026,100,"Green Marketing s.r.o.,akce ""SPĎák"""
"01.07.2021",4000000,"Platba převodem uvnitř banky","Svoboda a přímá demokracie (SPD)","Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021",NA,NA,NA,"Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021"
"01.07.2021",-20000,"Karetní transakce","","Nákup: FACEBK *747PQ67AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *747PQ67AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.6.2021, částka  20000.00 CZK"
"26.06.2021",-15000,"Karetní transakce","","Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 25.6.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 25.6.2021, částka  15000.00 CZK"
"25.06.2021",-20000,"Karetní transakce","","Nákup: FACEBK *PBN3C53AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.6.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *PBN3C53AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.6.2021, částka  20000.00 CZK"
"23.06.2021",-8470,"Bezhotovostní platba","","Josef Peck AX Pro, bannery",308,2021038,800,"Josef Peck AX Pro, bannery"
"23.06.2021",-3532.1,"Bezhotovostní platba","","Vachta, pohonné hmoty",308,1421210525,200,"Vachta, pohonné hmoty"
"23.06.2021",-1550,"Bezhotovostní platba","","Jakub Hyrš, magnetky",308,202106010,900,"Jakub Hyrš, magnetky"
"23.06.2021",-6470,"Bezhotovostní platba","","Jakub Hyrš, polepy, plachta,magnety",308,202106011,1300,"Jakub Hyrš, polepy, plachta,magnety"
"23.06.2021",-25000,"Bezhotovostní platba","","Ondřej Březina, digitální marketing",308,20210001,800,"Ondřej Březina, digitální marketing"
"23.06.2021",-1000,"Bezhotovostní platba","","Dům kultury Ostrov, výlep plakátů",308,21137,400,"Dům kultury Ostrov, výlep plakátů"
"23.06.2021",-5721999.63,"Bezhotovostní platba","","Český Domov Media House, noviny",308,2117045,100,"Český Domov Media House, noviny"
"23.06.2021",-966431,"Bezhotovostní platba","","MD Vision s.r.o., reklamní předměty",308,21217035,100,"MD Vision s.r.o., reklamní předměty"
"23.06.2021",-8906,"Bezhotovostní platba","","Tomáš Langr, bannery",308,2021056,1500,"Tomáš Langr, bannery"
"23.06.2021",-3499,"Bezhotovostní platba","","Jindřiška Janůjová, párty stan",308,2181000526,1400,"Jindřiška Janůjová, párty stan"
"23.06.2021",-7899,"Bezhotovostní platba","","Libor Bláha, pronájem, občerstvení",308,2210015,300,"Libor Bláha, pronájem, občerstvení"
"23.06.2021",-2098,"Bezhotovostní platba","","Marie Pošarová, květiny",308,80231,1000,"Marie Pošarová, květiny"
"23.06.2021",-3595.1,"Bezhotovostní platba","","Marie Pošarová, květiny",308,84106,1000,"Marie Pošarová, květiny"
"23.06.2021",-840,"Bezhotovostní platba","","Marie Pošarová, výlep plakátů",308,25421,1000,"Marie Pošarová, výlep plakátů"
"23.06.2021",-1699,"Bezhotovostní platba","","Marie Pošarová, květiny",308,73,1000,"Marie Pošarová, květiny"
"23.06.2021",-12414,"Bezhotovostní platba","","MAFRA, a.s., inzerce",308,2321003993,1000,"MAFRA, a.s., inzerce"
"23.06.2021",-1049826.3,"Bezhotovostní platba","","BigMedia, spol.sr.o., rekl. plochy",308,120210283,100,"BigMedia, spol.sr.o., rekl. plochy"
"23.06.2021",8000000,"Platba převodem uvnitř banky","Svoboda a přímá demokracie (SPD)","Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021",NA,NA,NA,"Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021"
"23.06.2021",-406.25,"Karetní transakce","","Nákup: FACEBK *FTW4C3TZ62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.6.2021, částka  406.25 CZK",NA,3344,NA,"Nákup: FACEBK *FTW4C3TZ62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.6.2021, částka  406.25 CZK"
"23.06.2021",-20000,"Karetní transakce","","Nákup: FACEBK *ESEAP5BZ62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.6.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *ESEAP5BZ62,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.6.2021, částka  20000.00 CZK"
"21.06.2021",-3010.11,"Karetní transakce","","Nákup: FACEBK *QQ5726T9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.6.2021, částka  3010.11 CZK",NA,3344,NA,"Nákup: FACEBK *QQ5726T9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.6.2021, částka  3010.11 CZK"
"18.06.2021",-20000,"Karetní transakce","","Nákup: FACEBK *47VV77TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 17.6.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *47VV77TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 17.6.2021, částka  20000.00 CZK"
"16.06.2021",-4322,"Bezhotovostní platba","","ZIKADO, s.r.o., reklama v časopisu",308,21003641,800,"ZIKADO, s.r.o., reklama v časopisu"
"16.06.2021",-58235,"Bezhotovostní platba","","MD Vision s.r.o., reklamní kampaň",308,21217032,100,"MD Vision s.r.o., reklamní kampaň"
"16.06.2021",-132313.5,"Bezhotovostní platba","","BigMedia, spol. s r.o., plakáty",308,4212101159,100,"BigMedia, spol. s r.o., plakáty"
"16.06.2021",-6017,"Platba převodem uvnitř banky","","Tisk Sarpet s.r.o., plachta",308,113314289,1000,"Tisk Sarpet s.r.o., plachta"
"16.06.2021",-11646,"Platba převodem uvnitř banky","","Tisk Sarpet s.r.o., bannery",308,113314288,1400,"Tisk Sarpet s.r.o., bannery"
"16.06.2021",500000,"Platba převodem uvnitř banky","Svoboda a přímá demokracie (SPD)","Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021",NA,NA,NA,"Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021"
"16.06.2021",-840.6,"Karetní transakce","","Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.6.2021, částka  39.00 USD",NA,3344,NA,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.6.2021, částka  39.00 USD"
"12.06.2021",-20000,"Karetní transakce","","Nákup: FACEBK *ZFNMA5KAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 11.6.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *ZFNMA5KAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 11.6.2021, částka  20000.00 CZK"
"09.06.2021",-3079,"Bezhotovostní platba","","olomoucký, výlep plakátů",308,21030,NA,"olomoucký, výlep plakátů"
"09.06.2021",-17095,"Platba převodem uvnitř banky","","plzeňský, bannery",308,113314229,NA,"plzeňský, bannery"
"09.06.2021",-9680,"Platba převodem uvnitř banky","","plzeňský, inzerce v médiích",308,202100600,NA,"plzeňský, inzerce v médiích"
"09.06.2021",-52066.3,"Bezhotovostní platba","","plakáty A2",308,2021168,NA,"plakáty A2"
"09.06.2021",-9680,"Platba převodem uvnitř banky","","olomoucký, reklama v novinách",308,202100649,NA,"olomoucký, reklama v novinách"
"09.06.2021",-3137.7,"Bezhotovostní platba","","liberecký, reklama na FB",308,6230918677,NA,"liberecký, reklama na FB"
"09.06.2021",-4100,"Bezhotovostní platba","","liberecký, náklady na konferenci",308,11,NA,"liberecký, náklady na konferenci"
"09.06.2021",-121000,"Bezhotovostní platba","","jihočeský, billboardy",308,20210118,NA,"jihočeský, billboardy"
"09.06.2021",-4511.1,"Bezhotovostní platba","","jihočeský, roznos novin Česká pošta",308,5190555811,NA,"jihočeský, roznos novin Česká pošta"
"09.06.2021",-29995.9,"Bezhotovostní platba","","vysočina, pronájem reklamních ploch",308,21310097,NA,"vysočina, pronájem reklamních ploch"
"09.06.2021",-15000,"Karetní transakce","","Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 9.6.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 9.6.2021, částka  15000.00 CZK"
"05.06.2021",-20000,"Karetní transakce","","Nákup: FACEBK *XVDZT4P9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.6.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *XVDZT4P9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.6.2021, částka  20000.00 CZK"
"02.06.2021",-1250,"Platba převodem uvnitř banky","","bezpečnostní služby na kampani",308,2021009,NA,"bezpečnostní služby na kampani"
"02.06.2021",-2043,"Bezhotovostní platba","","zlínský, pietní kytice, občerstvení",308,43052,NA,"zlínský, pietní kytice, občerstvení"
"02.06.2021",-1803,"Bezhotovostní platba","","praha, vlajka ČR",308,73872021,NA,"praha, vlajka ČR"
"02.06.2021",-13522,"Bezhotovostní platba","","praha, phm",308,311,NA,"praha, phm"
"02.06.2021",-15856.51,"Bezhotovostní platba","","jihočeský, roznos novin",308,5102792964,NA,"jihočeský, roznos novin"
"02.06.2021",-3148,"Bezhotovostní platba","","zlínský, nákup čtecího zařízení",308,210108918,NA,"zlínský, nákup čtecího zařízení"
"31.05.2021",-20000,"Karetní transakce","","Nákup: FACEBK *GMSRP43AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.5.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *GMSRP43AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 29.5.2021, částka  20000.00 CZK"
"26.05.2021",-30008,"Bezhotovostní platba","","vysočina, pronájem rekl. ploch MHD",308,21320002,NA,"vysočina, pronájem rekl. ploch MHD"
"26.05.2021",-40000,"Bezhotovostní platba","","vysočina, pronájem rekl. ploch",308,6011160001,NA,"vysočina, pronájem rekl. ploch"
"26.05.2021",-16335,"Bezhotovostní platba","","vysočina, pronájem billboardů",308,30220465,NA,"vysočina, pronájem billboardů"
"26.05.2021",-960,"Bezhotovostní platba","","zlínský, kytice na pietní akci",308,182021,NA,"zlínský, kytice na pietní akci"
"26.05.2021",-6040,"Bezhotovostní platba","","liberecký, polep na auto",308,2321,NA,"liberecký, polep na auto"
"26.05.2021",-30000,"Platba převodem uvnitř banky","","banner na webových stránkách",308,12021,NA,"banner na webových stránkách"
"26.05.2021",-227238,"Bezhotovostní platba","","reklamní materiály, plakáty",308,4212100902,NA,"reklamní materiály, plakáty"
"26.05.2021",-695750,"Bezhotovostní platba","","mediální a on-line kampaň",308,21217019,NA,"mediální a on-line kampaň"
"26.05.2021",-3466.5,"Bezhotovostní platba","","královéhradecký, phm výlep plakátů",308,103,NA,"královéhradecký, phm výlep plakátů"
"26.05.2021",-1754.1,"Bezhotovostní platba","","královéhradecký, phm výlep plakátů",308,2021000341,NA,"královéhradecký, phm výlep plakátů"
"26.05.2021",-3228.4,"Bezhotovostní platba","","královéhradecký, phm výlep plakátů",308,227,NA,"královéhradecký, phm výlep plakátů"
"26.05.2021",1000000,"Platba převodem uvnitř banky","Svoboda a přímá demokracie (SPD)","Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021",NA,NA,NA,"Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021"
"25.05.2021",-20000,"Karetní transakce","","Nákup: FACEBK *DJQRT4KAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.5.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *DJQRT4KAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 24.5.2021, částka  20000.00 CZK"
"24.05.2021",-17158.79,"Karetní transakce","","Nákup: FACEBK *U95FU23272,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.5.2021, částka  17158.79 CZK",NA,3344,NA,"Nákup: FACEBK *U95FU23272,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 22.5.2021, částka  17158.79 CZK"
"20.05.2021",-12624.6,"Karetní transakce","","Nákup: FACEBK *M8MQA6X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.5.2021, částka  12624.60 CZK",NA,3344,NA,"Nákup: FACEBK *M8MQA6X9N2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 19.5.2021, částka  12624.60 CZK"
"18.05.2021",-15000,"Karetní transakce","","Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.5.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 18.5.2021, částka  15000.00 CZK"
"17.05.2021",2222,"Bezhotovostní příjem","UHRICKOVA MONIKA","Platba zpet",NA,0,NA,"UHRICKOVA MONIKA"
"17.05.2021",-839.64,"Karetní transakce","","Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.5.2021, částka  39.00 USD",NA,3344,NA,"Nákup: SWITCHER ESSENTIALS,  1205 E Washington StSuite 117, LOUISVILLE, 40206, USA, dne 16.5.2021, částka  39.00 USD"
"15.05.2021",-20000,"Karetní transakce","","Nákup: FACEBK *VZ99C6TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 14.5.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *VZ99C6TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 14.5.2021, částka  20000.00 CZK"
"13.05.2021",-3000000,"Bezhotovostní platba","","tisk a distribuce volebních novin",308,21001,NA,"tisk a distribuce volebních novin"
"13.05.2021",-1162,"Bezhotovostní platba","","středočeský, výlep plakátů",308,5793285,NA,"středočeský, výlep plakátů"
"13.05.2021",-2222,"Bezhotovostní platba","","zlínský, kytice na pietní akci",308,5676685,NA,"zlínský, kytice na pietní akci"
"13.05.2021",-728.6,"Bezhotovostní platba","","zlínský, phm, lepidlo",308,4524,NA,"zlínský, phm, lepidlo"
"13.05.2021",-18150,"Platba převodem uvnitř banky","","ústecký, reklamní plochy, plakáty",308,202107,NA,"ústecký, reklamní plochy, plakáty"
"13.05.2021",-436,"Bezhotovostní platba","","zlínský, plakátování",308,82021,NA,"zlínský, plakátování"
"13.05.2021",-2692870,"Bezhotovostní platba","","výroba audiovizuálního díla",308,202121006,NA,"výroba audiovizuálního díla"
"13.05.2021",6000000,"Platba převodem uvnitř banky","Svoboda a přímá demokracie (SPD)","Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021",NA,NA,NA,"Převod prostředků z transparentního účtu na volební účet SPD - volby do PS 2021"
"10.05.2021",-20000,"Karetní transakce","","Nákup: FACEBK *RVDBB57AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.5.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *RVDBB57AN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 9.5.2021, částka  20000.00 CZK"
"05.05.2021",-2222,"Bezhotovostní platba","","zlínský, kytice na pietní akci",308,133357,NA,"zlínský, kytice na pietní akci"
"05.05.2021",-6534,"Platba převodem uvnitř banky","","jihomoravský, distribuce novin",308,21100058,NA,"jihomoravský, distribuce novin"
"05.05.2021",-2896.74,"Bezhotovostní platba","","plzeňský, PR článek v Denik.cz",308,2117009098,NA,"plzeňský, PR článek v Denik.cz"
"05.05.2021",-1209.3,"Platba převodem uvnitř banky","","plzeňský, phm na výlep plakátů",308,202,NA,"plzeňský, phm na výlep plakátů"
"05.05.2021",-184,"Platba převodem uvnitř banky","","plzeňský, sprej na výlep plakátů",308,6950231,NA,"plzeňský, sprej na výlep plakátů"
"05.05.2021",-1680,"Bezhotovostní platba","","plzeňský, výlep plakátů",308,2021003,NA,"plzeňský, výlep plakátů"
"05.05.2021",-2940,"Bezhotovostní platba","","plzeňský, lepidla pro výlep",308,1147,NA,"plzeňský, lepidla pro výlep"
"05.05.2021",-1129,"Platba převodem uvnitř banky","","plzeňský, smuteční věnce",308,969,NA,"plzeňský, smuteční věnce"
"05.05.2021",-3938,"Bezhotovostní platba","","moravskoslezský, potisk logo SPD",308,1421,NA,"moravskoslezský, potisk logo SPD"
"05.05.2021",-2150,"Bezhotovostní platba","","moravskoslezský, plakáty A5",308,1021,NA,"moravskoslezský, plakáty A5"
"05.05.2021",-20000,"Karetní transakce","","Nákup: FACEBK *YAWHF4PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.5.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *YAWHF4PAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 4.5.2021, částka  20000.00 CZK"
"03.05.2021",-15000,"Karetní transakce","","Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 2.5.2021, částka  15000.00 CZK",NA,3344,NA,"Nákup: GOOGLE *ADS1004003547,  Gordon House, Barrow Street, cc@google.com, UNKNOWN, IRL, dne 2.5.2021, částka  15000.00 CZK"
"01.05.2021",-20000,"Karetní transakce","","Nákup: FACEBK *WZBFY5TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.4.2021, částka  20000.00 CZK",NA,3344,NA,"Nákup: FACEBK *WZBFY5TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 30.4.2021, částka  20000.00 CZK"
"24.04.2021",-19997.74,"Karetní transakce","","Nákup: FACEBK *6FTYS5TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.4.2021, částka  19997.74 CZK",NA,3344,NA,"Nákup: FACEBK *6FTYS5TAN2,  Havover Reach, 5-7 Hanover Qua, fb.me/ads, DUBLIN 2, IRL, dne 23.4.2021, částka  19997.74 CZK"
